setting_id,setting_label,row_role,split_seed,candidate_id,candidate_family,selected_unlabeled,hidden_positive_selected,hidden_bad_selected,total_hidden_positive,total_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,selected_contamination,selected_bad_hard_score_mean,selected_demo_ids,source
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,state_action_positive_nn_top80,positive-only,80,17,63,40,80,0.212,0.425,0.787,0.787,1.817,demo_1351;demo_1450;demo_1484;demo_1134;demo_1056;demo_234;demo_1486;demo_710;demo_906;demo_229;demo_1093;demo_1103;demo_147;demo_973;demo_40;demo_1064;demo_74;demo_925;demo_1037;demo_1142;demo_193;demo_647;demo_243;demo_948;demo_1128;demo_145;demo_114;demo_96;demo_112;demo_902;demo_1044;demo_1294;demo_1001;demo_161;demo_7;demo_170;demo_1494;demo_36;demo_288;demo_1006;demo_987;demo_1171;demo_166;demo_113;demo_20;demo_140;demo_1429;demo_276;demo_69;demo_1158;demo_1180;demo_621;demo_57;demo_79;demo_1275;demo_246;demo_1002;demo_227;demo_264;demo_249;demo_1147;demo_239;demo_223;demo_61;demo_132;demo_1408;demo_66;demo_289;demo_238;demo_523;demo_1068;demo_1;demo_1222;demo_1029;demo_1140;demo_265;demo_164;demo_1055;demo_379;demo_126,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,bad_aware_proxy_top80,bad-aware proxy,80,40,40,40,80,0.500,1.000,0.500,0.500,1.738,demo_1047;demo_1222;demo_1398;demo_1408;demo_1494;demo_949;demo_1439;demo_1275;demo_1147;demo_1484;demo_1450;demo_1016;demo_541;demo_948;demo_1486;demo_1272;demo_1318;demo_534;demo_1346;demo_1064;demo_1006;demo_1002;demo_647;demo_1429;demo_1289;demo_1351;demo_902;demo_1029;demo_1093;demo_906;demo_1037;demo_1158;demo_1293;demo_1273;demo_903;demo_365;demo_972;demo_1055;demo_1180;demo_1211;demo_1175;demo_453;demo_1056;demo_621;demo_1022;demo_1166;demo_1128;demo_1044;demo_1314;demo_1140;demo_1085;demo_925;demo_1068;demo_983;demo_404;demo_1103;demo_44;demo_710;demo_1001;demo_1162;demo_987;demo_1142;demo_973;demo_1171;demo_1134;demo_523;demo_74;demo_61;demo_1294;demo_126;demo_57;demo_379;demo_132;demo_67;demo_264;demo_1;demo_209;demo_193;demo_246;demo_161,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,hybrid_intersection_pos40_badaware40,hybrid,13,2,11,40,80,0.154,0.050,0.138,0.846,1.825,demo_1351;demo_1450;demo_1484;demo_1486;demo_906;demo_1093;demo_1064;demo_1037;demo_647;demo_948;demo_902;demo_1494;demo_1006,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,hybrid_pos40_filter_badaware80,hybrid,27,7,20,40,80,0.259,0.175,0.250,0.741,1.789,demo_1351;demo_1450;demo_1484;demo_1134;demo_1056;demo_1486;demo_710;demo_906;demo_1093;demo_1103;demo_973;demo_1064;demo_74;demo_925;demo_1037;demo_1142;demo_193;demo_647;demo_948;demo_1128;demo_902;demo_1044;demo_1294;demo_1001;demo_161;demo_1494;demo_1006,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,hybrid_pos40_filter_badaware80_refill40,hybrid,40,15,25,40,80,0.375,0.375,0.312,0.625,1.751,demo_1351;demo_1450;demo_1484;demo_1134;demo_1056;demo_1486;demo_710;demo_906;demo_1093;demo_1103;demo_973;demo_1064;demo_74;demo_925;demo_1037;demo_1142;demo_193;demo_647;demo_948;demo_1128;demo_902;demo_1044;demo_1294;demo_1001;demo_161;demo_1494;demo_1006;demo_1047;demo_1222;demo_1398;demo_1408;demo_949;demo_1439;demo_1275;demo_1147;demo_1016;demo_541;demo_1272;demo_1318;demo_534,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,hybrid_rank_fusion_equal_top40,hybrid,40,13,27,40,80,0.325,0.325,0.338,0.675,1.807,demo_1484;demo_1450;demo_1486;demo_1351;demo_1064;demo_948;demo_906;demo_1093;demo_1494;demo_647;demo_1056;demo_1037;demo_902;demo_1006;demo_1275;demo_710;demo_1103;demo_1134;demo_1408;demo_1147;demo_925;demo_1429;demo_1128;demo_1222;demo_973;demo_1002;demo_1044;demo_1158;demo_1142;demo_74;demo_1398;demo_1180;demo_1001;demo_621;demo_193;demo_229;demo_1294;demo_1016;demo_1029;demo_987,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,hybrid_rank_fusion_badaware_heavy_top40,hybrid,40,14,26,40,80,0.350,0.350,0.325,0.650,1.805,demo_1484;demo_1450;demo_1486;demo_1494;demo_1351;demo_948;demo_1064;demo_647;demo_906;demo_1093;demo_1275;demo_1408;demo_1037;demo_1222;demo_1147;demo_1006;demo_902;demo_1056;demo_1398;demo_1429;demo_1002;demo_1158;demo_1016;demo_1128;demo_925;demo_710;demo_1103;demo_1044;demo_1047;demo_1180;demo_1134;demo_1029;demo_1439;demo_1318;demo_949;demo_973;demo_621;demo_1142;demo_1272;demo_74,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,101,all_unlabeled_soft_reference,soft-reference,120,40,80,40,80,0.333,1.000,1.000,0.667,1.828,demo_1;demo_7;demo_20;demo_27;demo_36;demo_38;demo_40;demo_44;demo_57;demo_61;demo_66;demo_67;demo_68;demo_69;demo_70;demo_74;demo_79;demo_96;demo_112;demo_113;demo_114;demo_126;demo_132;demo_140;demo_144;demo_145;demo_147;demo_156;demo_161;demo_164;demo_166;demo_170;demo_180;demo_193;demo_209;demo_220;demo_223;demo_227;demo_229;demo_234;demo_238;demo_239;demo_243;demo_246;demo_247;demo_249;demo_262;demo_264;demo_265;demo_276;demo_288;demo_289;demo_290;demo_365;demo_379;demo_404;demo_453;demo_523;demo_534;demo_541;demo_621;demo_647;demo_710;demo_902;demo_903;demo_906;demo_925;demo_948;demo_949;demo_972;demo_973;demo_983;demo_987;demo_1001;demo_1002;demo_1006;demo_1016;demo_1022;demo_1029;demo_1037;demo_1044;demo_1047;demo_1055;demo_1056;demo_1064;demo_1068;demo_1085;demo_1093;demo_1103;demo_1128;demo_1134;demo_1140;demo_1142;demo_1147;demo_1158;demo_1162;demo_1166;demo_1171;demo_1175;demo_1180;demo_1211;demo_1222;demo_1272;demo_1273;demo_1275;demo_1289;demo_1293;demo_1294;demo_1314;demo_1318;demo_1346;demo_1351;demo_1398;demo_1408;demo_1429;demo_1439;demo_1450;demo_1484;demo_1486;demo_1494,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split101/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_positive_nn_top20,positive-only,20,0,20,40,80,0.000,0.000,0.250,1.000,1.436,demo_745;demo_735;demo_702;demo_884;demo_877;demo_887;demo_661;demo_831;demo_701;demo_888;demo_778;demo_631;demo_765;demo_645;demo_812;demo_700;demo_686;demo_801;demo_696;demo_667,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_action_positive_nn_top20,positive-only,20,0,20,40,80,0.000,0.000,0.250,1.000,1.447,demo_745;demo_735;demo_831;demo_702;demo_701;demo_884;demo_887;demo_661;demo_631;demo_645;demo_765;demo_700;demo_877;demo_888;demo_778;demo_686;demo_927;demo_731;demo_942;demo_812,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,bad_aware_proxy_top20,bad-aware proxy,20,20,0,40,80,1.000,0.500,0.000,0.000,,demo_1047;demo_949;demo_1218;demo_1370;demo_1410;demo_1394;demo_1395;demo_1392;demo_1311;demo_1217;demo_1229;demo_1214;demo_1216;demo_1424;demo_1347;demo_1261;demo_1383;demo_1312;demo_1222;demo_1449,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_positive_nn_top40,positive-only,40,0,40,40,80,0.000,0.000,0.500,1.000,1.474,demo_745;demo_735;demo_702;demo_884;demo_877;demo_887;demo_661;demo_831;demo_701;demo_888;demo_778;demo_631;demo_765;demo_645;demo_812;demo_700;demo_686;demo_801;demo_696;demo_667;demo_731;demo_942;demo_674;demo_632;demo_753;demo_927;demo_1059;demo_840;demo_648;demo_898;demo_662;demo_692;demo_842;demo_719;demo_892;demo_853;demo_795;demo_717;demo_792;demo_764,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_action_positive_nn_top40,positive-only,40,0,40,40,80,0.000,0.000,0.500,1.000,1.459,demo_745;demo_735;demo_831;demo_702;demo_701;demo_884;demo_887;demo_661;demo_631;demo_645;demo_765;demo_700;demo_877;demo_888;demo_778;demo_686;demo_927;demo_731;demo_942;demo_812;demo_632;demo_801;demo_667;demo_898;demo_753;demo_674;demo_648;demo_842;demo_696;demo_795;demo_1059;demo_840;demo_719;demo_692;demo_792;demo_616;demo_853;demo_967;demo_893;demo_1072,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,bad_aware_proxy_top40,bad-aware proxy,40,38,2,40,80,0.950,0.950,0.025,0.050,1.328,demo_1047;demo_949;demo_1218;demo_1370;demo_1410;demo_1394;demo_1395;demo_1392;demo_1311;demo_1217;demo_1229;demo_1214;demo_1216;demo_1424;demo_1347;demo_1261;demo_1383;demo_1312;demo_1222;demo_1449;demo_1205;demo_1278;demo_1326;demo_1454;demo_1388;demo_1423;demo_1255;demo_1301;demo_1398;demo_1494;demo_1474;demo_1402;demo_1249;demo_1408;demo_1272;demo_1446;demo_541;demo_1491;demo_927;demo_365,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_positive_nn_top60,positive-only,60,0,60,40,80,0.000,0.000,0.750,1.000,1.456,demo_745;demo_735;demo_702;demo_884;demo_877;demo_887;demo_661;demo_831;demo_701;demo_888;demo_778;demo_631;demo_765;demo_645;demo_812;demo_700;demo_686;demo_801;demo_696;demo_667;demo_731;demo_942;demo_674;demo_632;demo_753;demo_927;demo_1059;demo_840;demo_648;demo_898;demo_662;demo_692;demo_842;demo_719;demo_892;demo_853;demo_795;demo_717;demo_792;demo_764;demo_893;demo_841;demo_698;demo_616;demo_1092;demo_739;demo_1052;demo_703;demo_1072;demo_886;demo_967;demo_759;demo_883;demo_789;demo_1177;demo_1026;demo_782;demo_775;demo_611;demo_644,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_action_positive_nn_top60,positive-only,60,0,60,40,80,0.000,0.000,0.750,1.000,1.457,demo_745;demo_735;demo_831;demo_702;demo_701;demo_884;demo_887;demo_661;demo_631;demo_645;demo_765;demo_700;demo_877;demo_888;demo_778;demo_686;demo_927;demo_731;demo_942;demo_812;demo_632;demo_801;demo_667;demo_898;demo_753;demo_674;demo_648;demo_842;demo_696;demo_795;demo_1059;demo_840;demo_719;demo_692;demo_792;demo_616;demo_853;demo_967;demo_893;demo_1072;demo_886;demo_703;demo_1052;demo_662;demo_892;demo_841;demo_698;demo_883;demo_717;demo_789;demo_1092;demo_775;demo_1177;demo_764;demo_1026;demo_782;demo_611;demo_739;demo_647;demo_759,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,bad_aware_proxy_top60,bad-aware proxy,60,40,20,40,80,0.667,1.000,0.250,0.333,1.398,demo_1047;demo_949;demo_1218;demo_1370;demo_1410;demo_1394;demo_1395;demo_1392;demo_1311;demo_1217;demo_1229;demo_1214;demo_1216;demo_1424;demo_1347;demo_1261;demo_1383;demo_1312;demo_1222;demo_1449;demo_1205;demo_1278;demo_1326;demo_1454;demo_1388;demo_1423;demo_1255;demo_1301;demo_1398;demo_1494;demo_1474;demo_1402;demo_1249;demo_1408;demo_1272;demo_1446;demo_541;demo_1491;demo_927;demo_365;demo_1442;demo_453;demo_1362;demo_1296;demo_270;demo_1132;demo_144;demo_286;demo_196;demo_892;demo_74;demo_759;demo_172;demo_789;demo_644;demo_739;demo_841;demo_180;demo_692;demo_37,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_positive_nn_top80,positive-only,80,2,78,40,80,0.025,0.050,0.975,0.975,1.451,demo_745;demo_735;demo_702;demo_884;demo_877;demo_887;demo_661;demo_831;demo_701;demo_888;demo_778;demo_631;demo_765;demo_645;demo_812;demo_700;demo_686;demo_801;demo_696;demo_667;demo_731;demo_942;demo_674;demo_632;demo_753;demo_927;demo_1059;demo_840;demo_648;demo_898;demo_662;demo_692;demo_842;demo_719;demo_892;demo_853;demo_795;demo_717;demo_792;demo_764;demo_893;demo_841;demo_698;demo_616;demo_1092;demo_739;demo_1052;demo_703;demo_1072;demo_886;demo_967;demo_759;demo_883;demo_789;demo_1177;demo_1026;demo_782;demo_775;demo_611;demo_644;demo_647;demo_1132;demo_1362;demo_1442;demo_270;demo_74;demo_286;demo_296;demo_1491;demo_261;demo_226;demo_37;demo_153;demo_172;demo_242;demo_180;demo_1296;demo_128;demo_144;demo_1278,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,state_action_positive_nn_top80,positive-only,80,3,77,40,80,0.037,0.075,0.963,0.963,1.448,demo_745;demo_735;demo_831;demo_702;demo_701;demo_884;demo_887;demo_661;demo_631;demo_645;demo_765;demo_700;demo_877;demo_888;demo_778;demo_686;demo_927;demo_731;demo_942;demo_812;demo_632;demo_801;demo_667;demo_898;demo_753;demo_674;demo_648;demo_842;demo_696;demo_795;demo_1059;demo_840;demo_719;demo_692;demo_792;demo_616;demo_853;demo_967;demo_893;demo_1072;demo_886;demo_703;demo_1052;demo_662;demo_892;demo_841;demo_698;demo_883;demo_717;demo_789;demo_1092;demo_775;demo_1177;demo_764;demo_1026;demo_782;demo_611;demo_739;demo_647;demo_759;demo_1132;demo_644;demo_1442;demo_1362;demo_74;demo_1491;demo_270;demo_296;demo_286;demo_261;demo_1296;demo_226;demo_37;demo_153;demo_242;demo_172;demo_180;demo_1278;demo_128;demo_1311,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,bad_aware_proxy_top80,bad-aware proxy,80,40,40,40,80,0.500,1.000,0.500,0.500,1.414,demo_1047;demo_949;demo_1218;demo_1370;demo_1410;demo_1394;demo_1395;demo_1392;demo_1311;demo_1217;demo_1229;demo_1214;demo_1216;demo_1424;demo_1347;demo_1261;demo_1383;demo_1312;demo_1222;demo_1449;demo_1205;demo_1278;demo_1326;demo_1454;demo_1388;demo_1423;demo_1255;demo_1301;demo_1398;demo_1494;demo_1474;demo_1402;demo_1249;demo_1408;demo_1272;demo_1446;demo_541;demo_1491;demo_927;demo_365;demo_1442;demo_453;demo_1362;demo_1296;demo_270;demo_1132;demo_144;demo_286;demo_196;demo_892;demo_74;demo_759;demo_172;demo_789;demo_644;demo_739;demo_841;demo_180;demo_692;demo_37;demo_967;demo_698;demo_242;demo_226;demo_296;demo_1059;demo_775;demo_645;demo_893;demo_696;demo_717;demo_792;demo_128;demo_647;demo_662;demo_261;demo_1092;demo_29;demo_745;demo_153,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,hybrid_intersection_pos40_badaware40,hybrid,1,0,1,40,80,0.000,0.000,0.013,1.000,1.437,demo_927,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,hybrid_pos40_filter_badaware80,hybrid,9,0,9,40,80,0.000,0.000,0.113,1.000,1.394,demo_745;demo_645;demo_927;demo_696;demo_1059;demo_692;demo_792;demo_967;demo_893,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,hybrid_pos40_filter_badaware80_refill40,hybrid,40,31,9,40,80,0.775,0.775,0.113,0.225,1.394,demo_745;demo_645;demo_927;demo_696;demo_1059;demo_692;demo_792;demo_967;demo_893;demo_1047;demo_949;demo_1218;demo_1370;demo_1410;demo_1394;demo_1395;demo_1392;demo_1311;demo_1217;demo_1229;demo_1214;demo_1216;demo_1424;demo_1347;demo_1261;demo_1383;demo_1312;demo_1222;demo_1449;demo_1205;demo_1278;demo_1326;demo_1454;demo_1388;demo_1423;demo_1255;demo_1301;demo_1398;demo_1494;demo_1474,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,hybrid_rank_fusion_equal_top40,hybrid,40,14,26,40,80,0.350,0.350,0.325,0.650,1.418,demo_927;demo_645;demo_745;demo_1311;demo_1392;demo_692;demo_892;demo_1410;demo_1059;demo_1395;demo_967;demo_778;demo_661;demo_696;demo_1278;demo_1370;demo_1214;demo_765;demo_1218;demo_1216;demo_841;demo_884;demo_1491;demo_1442;demo_789;demo_631;demo_1394;demo_1449;demo_1362;demo_1132;demo_792;demo_1388;demo_1423;demo_893;demo_698;demo_1383;demo_270;demo_759;demo_888;demo_739,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,hybrid_rank_fusion_badaware_heavy_top40,hybrid,40,27,13,40,80,0.675,0.675,0.163,0.325,1.416,demo_927;demo_1311;demo_1392;demo_1410;demo_1395;demo_1370;demo_1218;demo_1214;demo_1394;demo_1216;demo_949;demo_1047;demo_1278;demo_1449;demo_1383;demo_1229;demo_1261;demo_1388;demo_1217;demo_1424;demo_1423;demo_1347;demo_645;demo_1312;demo_1491;demo_1454;demo_892;demo_1442;demo_692;demo_1362;demo_1255;demo_1132;demo_745;demo_1446;demo_1205;demo_789;demo_270;demo_967;demo_1326;demo_841,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
