setting_id,setting_label,row_role,split_seed,candidate_id,candidate_family,selected_unlabeled,hidden_positive_selected,hidden_bad_selected,total_hidden_positive,total_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,selected_contamination,classifier_score_mean,pos_state_distance,action_conflict_distance,pos_state_action_distance,neg_state_action_distance,action_conflict_risk,bad_neighbor_risk,positive_distance_risk,negative_neighbor_risk,safe_margin_score,source
can40,Can 40p/80b,primary,11,classifier_top20,bad-aware hard,20,15,5,40,80,0.750,0.375,0.062,0.250,0.849,13.645,4.076,14.263,19.950,-0.093,-0.911,-0.920,-0.796,0.911,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,classifier_top40,bad-aware hard,40,27,13,40,80,0.675,0.675,0.163,0.325,0.757,14.124,4.481,14.839,19.363,-0.032,-0.775,-0.795,-0.665,0.775,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,classifier_top60,bad-aware hard,60,37,23,40,80,0.617,0.925,0.287,0.383,0.692,14.831,4.913,15.643,18.970,-0.012,-0.636,-0.622,-0.578,0.636,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,classifier_top80,bad-aware hard,80,40,40,40,80,0.500,1.000,0.500,0.500,0.624,15.893,5.646,16.910,18.007,0.053,-0.377,-0.348,-0.363,0.377,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_mid_mean_fill_classifier_to40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.731,12.837,3.877,13.423,20.970,0.011,-1.127,-1.101,-1.024,1.127,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_mid_mean_pos40,hybrid,35,34,1,40,80,0.971,0.850,0.013,0.029,0.712,11.951,3.538,12.477,21.757,0.073,-1.328,-1.305,-1.200,1.328,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_mid_minpos_maxneg_fill_classifier_to40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.731,12.837,3.877,13.423,20.970,0.011,-1.127,-1.101,-1.024,1.127,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_mid_minpos_maxneg_pos40,hybrid,35,34,1,40,80,0.971,0.850,0.013,0.029,0.712,11.951,3.538,12.477,21.757,0.073,-1.328,-1.305,-1.200,1.328,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_pos_min_fill_classifier_to40,hybrid,40,27,13,40,80,0.675,0.675,0.163,0.325,0.757,14.124,4.481,14.839,19.363,-0.032,-0.775,-0.795,-0.665,0.775,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_pos_min_pos40,hybrid,8,8,0,40,80,1.000,0.200,0.000,0.000,0.916,11.181,2.798,11.550,21.781,-0.063,-1.439,-1.505,-1.205,1.439,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_pos_p10_fill_classifier_to40,hybrid,40,27,13,40,80,0.675,0.675,0.163,0.325,0.757,14.124,4.481,14.839,19.363,-0.032,-0.775,-0.795,-0.665,0.775,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_filter_pos_p10_pos40,hybrid,7,7,0,40,80,1.000,0.175,0.000,0.000,0.928,10.984,2.591,11.305,21.628,-0.106,-1.450,-1.558,-1.171,1.450,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_intersection_pos40_classifier40,hybrid,26,26,0,40,80,1.000,0.650,0.000,0.000,0.765,11.699,3.382,12.202,21.982,0.065,-1.387,-1.365,-1.250,1.387,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_intersection_pos40_classifier80,hybrid,38,36,2,40,80,0.947,0.900,0.025,0.053,0.693,12.118,4.061,12.873,21.572,0.258,-1.261,-1.220,-1.158,1.261,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_pareto_top40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.719,12.629,4.125,13.363,21.047,0.166,-1.143,-1.114,-1.041,1.143,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_rank_fusion_classifier_heavy_top40,hybrid,40,32,8,40,80,0.800,0.800,0.100,0.200,0.740,13.058,4.038,13.685,20.278,0.028,-1.016,-1.044,-0.870,1.016,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_rank_fusion_equal_top40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.719,12.629,4.125,13.363,21.047,0.166,-1.143,-1.114,-1.041,1.143,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_union_pos40_classifier20,hybrid,46,37,9,40,80,0.804,0.925,0.113,0.196,0.693,13.324,4.448,14.124,20.319,0.142,-0.970,-0.950,-0.879,0.970,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,hybrid_union_pos40_triage,hybrid,72,40,32,40,80,0.556,1.000,0.400,0.444,0.648,15.421,5.431,16.405,18.476,0.072,-0.490,-0.457,-0.468,0.490,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,positive_nn_top20,positive-only,20,20,0,40,80,1.000,0.500,0.000,0.000,0.718,11.310,3.433,11.839,21.531,0.178,-1.376,-1.443,-1.149,1.376,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,positive_nn_top40,positive-only,40,36,4,40,80,0.900,0.900,0.050,0.100,0.670,12.466,4.198,13.242,21.107,0.235,-1.164,-1.140,-1.055,1.164,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,positive_nn_top60,positive-only,60,39,21,40,80,0.650,0.975,0.263,0.350,0.562,14.576,4.997,15.454,18.910,0.084,-0.651,-0.663,-0.565,0.651,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,positive_nn_top80,positive-only,80,40,40,40,80,0.500,1.000,0.500,0.500,0.519,15.729,5.554,16.718,17.546,0.052,-0.346,-0.390,-0.260,0.346,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,11,triage_existing,bad-aware hard,70,40,30,40,80,0.571,1.000,0.375,0.429,0.660,15.316,5.392,16.295,18.653,0.079,-0.523,-0.481,-0.507,0.523,results/final_paper/splits/can_paired_pos40_bad80_split11/split_indices.json
can40,Can 40p/80b,primary,22,classifier_top20,bad-aware hard,20,17,3,40,80,0.850,0.425,0.037,0.150,0.967,13.182,5.099,14.168,21.918,0.283,-1.188,-1.043,-1.218,1.188,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,classifier_top40,bad-aware hard,40,26,14,40,80,0.650,0.650,0.175,0.350,0.888,14.912,5.930,16.070,19.829,0.255,-0.754,-0.654,-0.782,0.754,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,classifier_top60,bad-aware hard,60,31,29,40,80,0.517,0.775,0.362,0.483,0.811,16.219,6.323,17.414,18.374,0.132,-0.451,-0.379,-0.479,0.451,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,classifier_top80,bad-aware hard,80,36,44,40,80,0.450,0.900,0.550,0.550,0.740,16.843,6.574,18.089,17.545,0.101,-0.287,-0.241,-0.307,0.287,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_mid_mean_fill_classifier_to40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.846,13.240,4.918,14.150,21.667,0.192,-1.162,-1.047,-1.165,1.162,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_mid_mean_pos40,hybrid,33,33,0,40,80,1.000,0.825,0.000,0.000,0.825,11.922,4.233,12.667,22.500,0.191,-1.414,-1.351,-1.339,1.414,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_mid_minpos_maxneg_fill_classifier_to40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.846,13.240,4.918,14.150,21.667,0.192,-1.162,-1.047,-1.165,1.162,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_mid_minpos_maxneg_pos40,hybrid,33,33,0,40,80,1.000,0.825,0.000,0.000,0.825,11.922,4.233,12.667,22.500,0.191,-1.414,-1.351,-1.339,1.414,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_pos_min_fill_classifier_to40,hybrid,40,26,14,40,80,0.650,0.650,0.175,0.350,0.888,14.912,5.930,16.070,19.829,0.255,-0.754,-0.654,-0.782,0.754,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_pos_min_pos40,hybrid,21,21,0,40,80,1.000,0.525,0.000,0.000,0.931,11.378,4.137,12.120,22.453,0.272,-1.468,-1.463,-1.329,1.468,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_pos_p10_fill_classifier_to40,hybrid,40,26,14,40,80,0.650,0.650,0.175,0.350,0.888,14.912,5.930,16.070,19.829,0.255,-0.754,-0.654,-0.782,0.754,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_filter_pos_p10_pos40,hybrid,15,15,0,40,80,1.000,0.375,0.000,0.000,0.966,11.216,4.226,12.012,22.775,0.347,-1.515,-1.485,-1.396,1.515,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_intersection_pos40_classifier40,hybrid,24,24,0,40,80,1.000,0.600,0.000,0.000,0.911,11.456,4.207,12.218,22.575,0.284,-1.471,-1.443,-1.355,1.471,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_intersection_pos40_classifier80,hybrid,34,33,1,40,80,0.971,0.825,0.013,0.029,0.815,12.142,4.345,12.911,22.133,0.191,-1.347,-1.301,-1.263,1.347,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_pareto_top40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.823,12.901,4.606,13.721,21.449,0.133,-1.185,-1.135,-1.120,1.185,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_rank_fusion_classifier_heavy_top40,hybrid,40,32,8,40,80,0.800,0.800,0.100,0.200,0.861,13.558,5.110,14.510,21.064,0.204,-1.058,-0.974,-1.040,1.058,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_rank_fusion_equal_top40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.823,12.901,4.606,13.721,21.449,0.133,-1.185,-1.135,-1.120,1.185,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_union_pos40_classifier20,hybrid,45,39,6,40,80,0.867,0.975,0.075,0.133,0.766,13.315,4.852,14.204,21.178,0.147,-1.103,-1.036,-1.064,1.103,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,hybrid_union_pos40_triage,hybrid,80,40,40,40,80,0.500,1.000,0.500,0.500,0.728,16.442,6.308,17.624,17.834,0.076,-0.369,-0.336,-0.367,0.369,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,positive_nn_top20,positive-only,20,20,0,40,80,1.000,0.500,0.000,0.000,0.809,11.307,3.876,11.975,21.965,0.175,-1.431,-1.492,-1.228,1.431,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,positive_nn_top40,positive-only,40,37,3,40,80,0.925,0.925,0.037,0.075,0.741,12.595,4.494,13.400,21.408,0.154,-1.216,-1.201,-1.111,1.216,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,positive_nn_top60,positive-only,60,40,20,40,80,0.667,1.000,0.250,0.333,0.642,14.796,5.352,15.752,18.854,0.031,-0.683,-0.719,-0.579,0.683,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,positive_nn_top80,positive-only,80,40,40,40,80,0.500,1.000,0.500,0.500,0.602,16.230,6.039,17.330,17.212,0.007,-0.334,-0.396,-0.237,0.334,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,22,triage_existing,bad-aware hard,73,36,37,40,80,0.493,0.900,0.463,0.507,0.765,16.507,6.364,17.697,17.985,0.086,-0.378,-0.321,-0.398,0.378,results/final_paper/splits/can_paired_pos40_bad80_split22/split_indices.json
can40,Can 40p/80b,primary,33,classifier_top20,bad-aware hard,20,19,1,40,80,0.950,0.475,0.013,0.050,0.776,12.417,4.039,13.270,21.467,0.345,-1.247,-1.184,-1.089,1.247,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,classifier_top40,bad-aware hard,40,32,8,40,80,0.800,0.800,0.100,0.200,0.686,13.547,4.345,14.354,20.634,0.204,-1.017,-0.937,-0.914,1.017,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,classifier_top60,bad-aware hard,60,40,20,40,80,0.667,1.000,0.250,0.333,0.609,14.750,4.882,15.638,19.565,0.148,-0.734,-0.646,-0.689,0.734,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,classifier_top80,bad-aware hard,80,40,40,40,80,0.500,1.000,0.500,0.500,0.540,15.952,5.438,16.934,17.913,0.100,-0.380,-0.351,-0.340,0.380,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_mid_mean_fill_classifier_to40,hybrid,40,32,8,40,80,0.800,0.800,0.100,0.200,0.686,13.547,4.345,14.354,20.634,0.204,-1.017,-0.937,-0.914,1.017,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_mid_mean_pos40,hybrid,31,30,1,40,80,0.968,0.750,0.013,0.032,0.716,12.360,3.730,13.063,21.914,0.222,-1.326,-1.231,-1.184,1.326,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_mid_minpos_maxneg_fill_classifier_to40,hybrid,40,32,8,40,80,0.800,0.800,0.100,0.200,0.686,13.547,4.345,14.354,20.634,0.204,-1.017,-0.937,-0.914,1.017,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_mid_minpos_maxneg_pos40,hybrid,29,29,0,40,80,1.000,0.725,0.000,0.000,0.727,12.210,3.639,12.902,22.155,0.219,-1.374,-1.268,-1.235,1.374,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_pos_min_fill_classifier_to40,hybrid,40,32,8,40,80,0.800,0.800,0.100,0.200,0.686,13.547,4.345,14.354,20.634,0.204,-1.017,-0.937,-0.914,1.017,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_pos_min_pos40,hybrid,4,4,0,40,80,1.000,0.100,0.000,0.000,0.887,10.090,3.592,10.737,21.284,0.715,-1.530,-1.760,-1.051,1.530,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_pos_p10_fill_classifier_to40,hybrid,40,32,8,40,80,0.800,0.800,0.100,0.200,0.686,13.547,4.345,14.354,20.634,0.204,-1.017,-0.937,-0.914,1.017,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_filter_pos_p10_pos40,hybrid,3,3,0,40,80,1.000,0.075,0.000,0.000,0.896,9.545,3.789,10.282,21.205,0.935,-1.575,-1.863,-1.034,1.575,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_intersection_pos40_classifier40,hybrid,31,30,1,40,80,0.968,0.750,0.013,0.032,0.716,12.360,3.730,13.063,21.914,0.222,-1.326,-1.231,-1.184,1.326,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_intersection_pos40_classifier80,hybrid,39,33,6,40,80,0.846,0.825,0.075,0.154,0.651,13.155,4.038,13.888,20.708,0.164,-1.082,-1.043,-0.930,1.082,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_pareto_top40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.680,13.073,3.954,13.784,21.235,0.147,-1.158,-1.067,-1.041,1.158,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_rank_fusion_classifier_heavy_top40,hybrid,40,34,6,40,80,0.850,0.850,0.075,0.150,0.681,13.152,4.049,13.889,21.009,0.170,-1.118,-1.043,-0.993,1.118,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_rank_fusion_equal_top40,hybrid,40,35,5,40,80,0.875,0.875,0.062,0.125,0.680,13.073,3.954,13.784,21.235,0.147,-1.158,-1.067,-1.041,1.158,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_union_pos40_classifier20,hybrid,41,33,8,40,80,0.805,0.825,0.100,0.195,0.644,13.471,4.209,14.237,20.475,0.163,-1.012,-0.964,-0.880,1.012,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,hybrid_union_pos40_triage,hybrid,54,36,18,40,80,0.667,0.900,0.225,0.333,0.617,14.459,4.776,15.337,19.415,0.172,-0.752,-0.714,-0.657,0.752,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,positive_nn_top20,positive-only,20,20,0,40,80,1.000,0.500,0.000,0.000,0.724,11.534,3.458,12.269,21.470,0.303,-1.368,-1.411,-1.090,1.368,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,positive_nn_top40,positive-only,40,33,7,40,80,0.825,0.825,0.087,0.175,0.641,13.310,4.110,14.055,20.586,0.158,-1.047,-1.005,-0.904,1.047,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,positive_nn_top60,positive-only,60,38,22,40,80,0.633,0.950,0.275,0.367,0.561,14.783,4.670,15.594,18.806,0.046,-0.648,-0.656,-0.529,0.648,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,positive_nn_top80,positive-only,80,39,41,40,80,0.487,0.975,0.512,0.512,0.493,15.833,5.256,16.760,17.414,0.049,-0.341,-0.391,-0.235,0.341,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can40,Can 40p/80b,primary,33,triage_existing,bad-aware hard,47,34,13,40,80,0.723,0.850,0.163,0.277,0.656,14.114,4.623,14.976,19.993,0.189,-0.865,-0.796,-0.779,0.865,results/final_paper/splits/can_paired_pos40_bad80_split33/split_indices.json
can20,Can 20p/80b,diagnostic,11,classifier_top10,bad-aware hard,10,6,4,20,80,0.600,0.300,0.050,0.400,0.890,15.449,4.702,16.180,19.119,-0.261,-0.973,-0.927,-0.891,0.973,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,classifier_top20,bad-aware hard,20,11,9,20,80,0.550,0.550,0.113,0.450,0.801,15.223,4.927,16.032,18.364,-0.096,-0.896,-0.961,-0.707,0.896,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,classifier_top40,bad-aware hard,40,18,22,20,80,0.450,0.900,0.275,0.550,0.692,16.397,5.772,17.396,17.946,0.015,-0.671,-0.647,-0.605,0.671,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_mid_mean_fill_classifier_to20,hybrid,20,17,3,20,80,0.850,0.850,0.037,0.150,0.744,13.081,4.148,13.746,21.521,0.066,-1.586,-1.488,-1.475,1.586,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_mid_mean_pos20,hybrid,17,16,1,20,80,0.941,0.800,0.013,0.059,0.716,11.944,3.687,12.526,22.033,0.130,-1.805,-1.769,-1.600,1.805,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_mid_minpos_maxneg_fill_classifier_to20,hybrid,20,17,3,20,80,0.850,0.850,0.037,0.150,0.744,13.081,4.148,13.746,21.521,0.066,-1.586,-1.488,-1.475,1.586,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_mid_minpos_maxneg_pos20,hybrid,17,16,1,20,80,0.941,0.800,0.013,0.059,0.716,11.944,3.687,12.526,22.033,0.130,-1.805,-1.769,-1.600,1.805,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_pos_min_fill_classifier_to20,hybrid,20,11,9,20,80,0.550,0.550,0.113,0.450,0.801,15.223,4.927,16.032,18.364,-0.096,-0.896,-0.961,-0.707,0.896,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_pos_min_pos20,hybrid,4,4,0,20,80,1.000,0.200,0.000,0.000,0.948,11.249,2.531,11.559,22.093,-0.251,-1.935,-1.992,-1.614,1.935,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_pos_p10_fill_classifier_to20,hybrid,20,11,9,20,80,0.550,0.550,0.113,0.450,0.801,15.223,4.927,16.032,18.364,-0.096,-0.896,-0.961,-0.707,0.896,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_filter_pos_p10_pos20,hybrid,4,4,0,20,80,1.000,0.200,0.000,0.000,0.948,11.249,2.531,11.559,22.093,-0.251,-1.935,-1.992,-1.614,1.935,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_intersection_pos20_classifier20,hybrid,10,10,0,20,80,1.000,0.500,0.000,0.000,0.824,11.414,3.259,11.914,22.277,0.057,-1.913,-1.910,-1.659,1.913,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
can20,Can 20p/80b,diagnostic,11,hybrid_intersection_pos20_classifier40,hybrid,17,16,1,20,80,0.941,0.800,0.013,0.059,0.716,11.944,3.687,12.526,22.033,0.130,-1.805,-1.769,-1.600,1.805,results/final_paper/splits/can_paired_pos20_bad80_split11/split_indices.json
