feature,direction,threshold,successes,episodes,switches
triage_top_prob,lt,0.490133,12,20,5
triage_top_scale_mean,gt,0.194217,12,20,5
positive_logp_margin_vs_triage,lt,1.645478,12,20,6
positive_support_margin,lt,0.169515,12,20,6
positive_support_pos_dist,gt,1.099427,12,20,6
positive_top_prob,lt,0.392929,12,20,6
positive_top_scale_mean,lt,0.136375,12,20,6
positive_triage_action_l2,gt,0.420277,12,20,6
triage_logit_gap,lt,0.481522,12,20,6
triage_logp_margin_vs_positive,gt,3.57953,12,20,6
triage_logp_self,lt,7.210943,12,20,6
triage_logp_under_positive,lt,3.308942,12,20,6
triage_minus_positive_logit_gap,gt,0.474715,12,20,6
triage_support_margin,lt,0.18691,12,20,6
triage_top_prob,lt,0.497246,12,20,6
triage_top_scale_mean,gt,0.189329,12,20,6
positive_entropy,gt,1.284441,12,20,7
positive_logp_margin_vs_triage,lt,1.84341,12,20,7
positive_support_margin,lt,0.269224,12,20,7
positive_top_prob,lt,0.402823,12,20,7
positive_top_scale_mean,lt,0.137709,12,20,7
triage_logp_self,lt,7.318335,12,20,7
triage_logp_under_positive,lt,3.52768,12,20,7
triage_minus_positive_logit_gap,gt,0.419368,12,20,7
triage_support_margin,lt,0.248628,12,20,7
triage_top_scale_mean,gt,0.184935,12,20,7
positive_entropy,gt,1.260443,12,20,8
positive_logp_margin_vs_triage,lt,2.027941,12,20,8
positive_logp_self,lt,9.047969,12,20,8
positive_support_margin,lt,0.361645,12,20,8
positive_top_prob,lt,0.411764,12,20,8
positive_top_scale_mean,lt,0.138269,12,20,8
triage_logp_margin_vs_positive,gt,2.775613,12,20,8
triage_logp_under_positive,lt,3.999632,12,20,8
triage_minus_positive_logit_gap,gt,0.38902,12,20,8
triage_top_scale_mean,gt,0.182032,12,20,8
positive_logp_margin_vs_triage,lt,2.080474,12,20,9
positive_logp_self,lt,9.210771,12,20,9
positive_top_prob,lt,0.426852,12,20,9
positive_top_scale_mean,lt,0.138949,12,20,9
triage_logp_margin_vs_positive,gt,2.477577,12,20,9
triage_logp_under_positive,lt,4.54931,12,20,9
positive_logp_margin_vs_triage,lt,2.131772,12,20,10
positive_logp_self,lt,9.243782,12,20,10
positive_support_margin,lt,0.72425,12,20,10
positive_top_prob,lt,0.444163,12,20,10
triage_top_scale_mean,gt,0.176111,12,20,10
positive_logit_gap,lt,0.321563,12,20,11
positive_logp_margin_vs_triage,lt,2.260093,12,20,11
positive_logp_self,lt,9.281496,12,20,11
positive_top_prob,lt,0.450571,12,20,11
triage_support_margin,lt,0.542336,12,20,11
triage_top_scale_mean,gt,0.174594,12,20,11
positive_logit_gap,lt,0.437009,12,20,12
triage_logp_under_positive,lt,5.522363,12,20,12
triage_top_scale_mean,gt,0.173458,12,20,12
positive_logit_gap,lt,0.50761,12,20,13
positive_logit_gap,lt,0.522822,12,20,14
positive_logit_gap,lt,0.573607,12,20,15
positive_entropy,gt,1.343479,11,20,1
positive_logp_self,lt,1.765683,11,20,1
positive_logp_under_triage,lt,-0.634672,11,20,1
positive_support_pos_dist,lt,0.575803,11,20,1
positive_top_scale_mean,lt,0.121376,11,20,1
triage_logit_gap,gt,1.29792,11,20,1
triage_logp_self,gt,8.349032,11,20,1
triage_minus_positive_entropy,lt,-0.272746,11,20,1
triage_top_prob,gt,0.658948,11,20,1
positive_entropy,gt,1.337055,11,20,2
positive_logit_gap,gt,0.838569,11,20,2
positive_logp_self,lt,1.91569,11,20,2
positive_logp_under_triage,lt,1.245712,11,20,2
positive_top_prob,gt,0.504453,11,20,2
triage_logit_gap,gt,1.192002,11,20,2
triage_logp_self,gt,8.281747,11,20,2
triage_minus_positive_entropy,lt,-0.257617,11,20,2
triage_minus_positive_logit_gap,lt,-0.06681,11,20,2
triage_top_prob,gt,0.653817,11,20,2
positive_entropy,gt,1.331156,11,20,3
positive_logit_gap,gt,0.717436,11,20,3
positive_logp_margin_vs_triage,gt,3.294205,11,20,3
positive_logp_self,gt,9.827203,11,20,3
positive_logp_self,lt,2.274828,11,20,3
positive_logp_under_triage,gt,7.577096,11,20,3
positive_logp_under_triage,lt,2.461883,11,20,3
positive_support_margin,gt,2.155947,11,20,3
positive_top_prob,lt,0.349476,11,20,3
triage_entropy,lt,0.999691,11,20,3
triage_logit_gap,gt,1.126824,11,20,3
triage_logp_margin_vs_positive,lt,0.587626,11,20,3
triage_logp_self,gt,8.123087,11,20,3
triage_minus_positive_entropy,lt,-0.248754,11,20,3
triage_minus_positive_logit_gap,lt,0.005673,11,20,3
triage_minus_positive_support_margin,lt,-0.321273,11,20,3
triage_support_margin,gt,2.103454,11,20,3
triage_top_prob,gt,0.632001,11,20,3
triage_top_scale_mean,lt,0.16675,11,20,3
positive_entropy,gt,1.330527,11,20,4
positive_logp_self,gt,9.774196,11,20,4
positive_logp_self,lt,2.796501,11,20,4
positive_logp_under_triage,lt,3.146678,11,20,4
positive_support_margin,gt,2.136402,11,20,4
positive_top_prob,lt,0.360651,11,20,4
triage_logp_margin_vs_positive,lt,0.945714,11,20,4
triage_logp_under_positive,gt,6.806282,11,20,4
triage_minus_positive_logit_gap,lt,0.026633,11,20,4
triage_minus_positive_support_margin,gt,0.054496,11,20,4
triage_minus_positive_top_prob,lt,0.058644,11,20,4
triage_support_margin,gt,2.08957,11,20,4
triage_top_scale_mean,lt,0.168037,11,20,4
positive_entropy,gt,1.318251,11,20,5
positive_logp_self,gt,9.705849,11,20,5
positive_logp_self,lt,3.010792,11,20,5
positive_logp_under_triage,gt,7.338905,11,20,5
positive_logp_under_triage,lt,3.728843,11,20,5
positive_support_margin,gt,2.118044,11,20,5
positive_top_prob,lt,0.376669,11,20,5
positive_top_scale_mean,gt,0.293241,11,20,5
positive_triage_action_l2,lt,0.269292,11,20,5
triage_logit_gap,gt,0.970527,11,20,5
triage_logp_margin_vs_positive,lt,1.245352,11,20,5
triage_logp_self,gt,7.891875,11,20,5
triage_logp_under_positive,gt,6.474539,11,20,5
triage_minus_positive_entropy,gt,-0.116649,11,20,5
triage_minus_positive_logit_gap,lt,0.056469,11,20,5
triage_minus_positive_support_margin,gt,0.042274,11,20,5
triage_minus_positive_top_prob,lt,0.076392,11,20,5
triage_support_margin,gt,2.078472,11,20,5
triage_top_prob,gt,0.595096,11,20,5
triage_top_scale_mean,lt,0.17032,11,20,5
positive_entropy,gt,1.305543,11,20,6
positive_entropy,lt,1.199117,11,20,6
positive_logit_gap,lt,0.129825,11,20,6
positive_logp_self,lt,5.595696,11,20,6
positive_logp_under_triage,gt,7.180189,11,20,6
positive_logp_under_triage,lt,4.442793,11,20,6
positive_support_margin,gt,2.08727,11,20,6
positive_support_pos_dist,lt,0.890652,11,20,6
positive_top_scale_mean,gt,0.266601,11,20,6
positive_triage_action_l2,lt,0.290729,11,20,6
triage_entropy,gt,1.120893,11,20,6
triage_entropy,lt,1.060839,11,20,6
triage_logit_gap,gt,0.843362,11,20,6
triage_logp_margin_vs_positive,lt,1.302193,11,20,6
triage_logp_self,gt,7.750558,11,20,6
triage_logp_under_positive,gt,6.081238,11,20,6
triage_minus_positive_entropy,gt,-0.121052,11,20,6
triage_minus_positive_entropy,lt,-0.203618,11,20,6
triage_minus_positive_logit_gap,lt,0.095824,11,20,6
triage_minus_positive_support_margin,gt,0.031835,11,20,6
triage_minus_positive_top_prob,gt,0.172366,11,20,6
triage_minus_positive_top_prob,lt,0.087448,11,20,6
triage_support_margin,gt,2.005123,11,20,6
triage_top_prob,gt,0.572812,11,20,6
positive_logit_gap,lt,0.140692,11,20,7
positive_logp_self,lt,8.536108,11,20,7
positive_logp_under_triage,gt,6.955868,11,20,7
positive_logp_under_triage,lt,5.309067,11,20,7
positive_support_pos_dist,gt,1.072636,11,20,7
positive_support_pos_dist,lt,0.939322,11,20,7
positive_top_scale_mean,gt,0.192923,11,20,7
positive_triage_action_l2,gt,0.413297,11,20,7
positive_triage_action_l2,lt,0.335531,11,20,7
triage_entropy,gt,1.09546,11,20,7
triage_logit_gap,gt,0.777391,11,20,7
triage_logit_gap,lt,0.498924,11,20,7
triage_logp_margin_vs_positive,lt,1.360173,11,20,7
triage_logp_self,gt,7.716075,11,20,7
triage_minus_positive_entropy,gt,-0.137674,11,20,7
triage_minus_positive_entropy,lt,-0.195214,11,20,7
triage_minus_positive_support_margin,gt,0.026101,11,20,7
triage_minus_positive_top_prob,gt,0.150722,11,20,7
triage_top_prob,gt,0.563617,11,20,7
triage_top_prob,lt,0.51791,11,20,7
positive_logit_gap,lt,0.172498,11,20,8
positive_logp_under_triage,gt,6.616273,11,20,8
positive_logp_under_triage,lt,5.893097,11,20,8
positive_support_pos_dist,gt,1.0542,11,20,8
positive_support_pos_dist,lt,0.992138,11,20,8
positive_top_scale_mean,gt,0.143992,11,20,8
positive_triage_action_l2,gt,0.409281,11,20,8
positive_triage_action_l2,lt,0.372154,11,20,8
triage_entropy,gt,1.086832,11,20,8
triage_logit_gap,gt,0.732744,11,20,8
triage_logp_self,gt,7.685388,11,20,8
triage_logp_self,lt,7.358225,11,20,8
triage_minus_positive_entropy,gt,-0.158553,11,20,8
triage_minus_positive_entropy,lt,-0.192373,11,20,8
triage_minus_positive_support_margin,gt,0.017717,11,20,8
triage_minus_positive_top_prob,gt,0.132376,11,20,8
triage_support_margin,lt,0.323333,11,20,8
triage_top_prob,gt,0.559363,11,20,8
positive_entropy,gt,1.25274,11,20,9
positive_logit_gap,lt,0.219114,11,20,9
positive_logp_under_triage,gt,6.365864,11,20,9
positive_logp_under_triage,lt,6.170594,11,20,9
positive_support_pos_dist,gt,1.029209,11,20,9
positive_support_pos_dist,lt,0.997758,11,20,9
positive_top_scale_mean,gt,0.141763,11,20,9
positive_triage_action_l2,gt,0.40723,11,20,9
triage_entropy,gt,1.081222,11,20,9
triage_logit_gap,gt,0.702966,11,20,9
triage_logp_self,gt,7.59643,11,20,9
triage_minus_positive_entropy,gt,-0.166139,11,20,9
triage_minus_positive_entropy,lt,-0.188873,11,20,9
triage_minus_positive_logit_gap,gt,0.348777,11,20,9
triage_minus_positive_support_margin,gt,-0.007575,11,20,9
triage_minus_positive_support_margin,lt,-0.032225,11,20,9
triage_minus_positive_top_prob,gt,0.126916,11,20,9
triage_support_margin,lt,0.347842,11,20,9
triage_top_prob,gt,0.553964,11,20,9
triage_top_scale_mean,gt,0.179165,11,20,9
positive_entropy,gt,1.246821,11,20,10
positive_logit_gap,lt,0.252329,11,20,10
positive_logp_under_triage,lt,6.229012,11,20,10
positive_support_pos_dist,gt,1.001895,11,20,10
positive_top_scale_mean,lt,0.139746,11,20,10
positive_triage_action_l2,lt,0.393512,11,20,10
triage_entropy,gt,1.080682,11,20,10
triage_logit_gap,gt,0.622042,11,20,10
triage_logp_margin_vs_positive,gt,2.106572,11,20,10
triage_logp_self,gt,7.470175,11,20,10
triage_minus_positive_entropy,gt,-0.177599,11,20,10
triage_minus_positive_logit_gap,gt,0.31903,11,20,10
triage_minus_positive_support_margin,gt,-0.028407,11,20,10
triage_minus_positive_top_prob,gt,0.116724,11,20,10
triage_support_margin,lt,0.373789,11,20,10
triage_top_prob,gt,0.544697,11,20,10
positive_entropy,gt,1.24162,11,20,11
positive_support_margin,lt,0.773167,11,20,11
positive_triage_action_l2,gt,0.380798,11,20,11
triage_entropy,gt,1.077111,11,20,11
triage_logit_gap,gt,0.547677,11,20,11
triage_logp_margin_vs_positive,gt,1.661033,11,20,11
triage_logp_self,gt,7.38457,11,20,11
triage_minus_positive_logit_gap,gt,0.251506,11,20,11
triage_minus_positive_top_prob,gt,0.10303,11,20,11
triage_top_prob,gt,0.534682,11,20,11
positive_entropy,gt,1.228115,11,20,12
positive_logp_margin_vs_triage,lt,2.51164,11,20,12
positive_logp_self,lt,9.336182,11,20,12
positive_support_margin,lt,1.280721,11,20,12
positive_top_prob,lt,0.459632,11,20,12
triage_entropy,gt,1.069583,11,20,12
triage_logit_gap,gt,0.521529,11,20,12
triage_logp_margin_vs_positive,gt,1.431936,11,20,12
triage_minus_positive_logit_gap,gt,0.182854,11,20,12
triage_minus_positive_support_margin,gt,-0.041981,11,20,12
triage_minus_positive_top_prob,gt,0.091914,11,20,12
triage_support_margin,lt,1.297211,11,20,12
triage_top_prob,gt,0.532289,11,20,12
positive_entropy,gt,1.211216,11,20,13
positive_logp_margin_vs_triage,lt,2.709422,11,20,13
positive_logp_self,lt,9.393874,11,20,13
positive_support_margin,lt,1.901009,11,20,13
positive_top_prob,lt,0.467207,11,20,13
triage_entropy,gt,1.064834,11,20,13
triage_logp_under_positive,lt,5.805353,11,20,13
triage_minus_positive_logit_gap,gt,0.140521,11,20,13
triage_minus_positive_support_margin,gt,-0.050213,11,20,13
triage_minus_positive_top_prob,gt,0.089386,11,20,13
triage_support_margin,lt,1.923118,11,20,13
triage_top_scale_mean,gt,0.172484,11,20,13
positive_logp_margin_vs_triage,lt,2.903325,11,20,14
positive_logp_self,lt,9.538477,11,20,14
positive_top_prob,lt,0.469351,11,20,14
triage_minus_positive_support_margin,gt,-0.113287,11,20,14
triage_top_scale_mean,gt,0.172,11,20,14
positive_logp_margin_vs_triage,lt,3.097778,11,20,15
positive_top_prob,lt,0.470235,11,20,15
triage_entropy,gt,1.053542,11,20,15
triage_minus_positive_support_margin,gt,-0.193685,11,20,15
positive_logit_gap,lt,0.665856,11,20,16
positive_logp_margin_vs_triage,lt,3.192492,11,20,16
positive_logp_under_triage,lt,7.461125,11,20,16
positive_top_prob,lt,0.475788,11,20,16
triage_entropy,gt,1.033198,11,20,16
triage_minus_positive_support_margin,gt,-0.214471,11,20,16
triage_top_prob,lt,0.611304,11,20,16
positive_top_prob,lt,0.482626,11,20,17
positive_top_prob,gt,0.482626,10,20,3
positive_logit_gap,gt,0.665856,10,20,4
positive_logp_margin_vs_triage,gt,3.192492,10,20,4
positive_logp_under_triage,gt,7.461125,10,20,4
positive_top_prob,gt,0.475788,10,20,4
triage_entropy,lt,1.033198,10,20,4
triage_minus_positive_support_margin,lt,-0.214471,10,20,4
triage_top_prob,gt,0.611304,10,20,4
positive_logp_margin_vs_triage,gt,3.097778,10,20,5
positive_top_prob,gt,0.470235,10,20,5
triage_entropy,lt,1.053542,10,20,5
triage_minus_positive_support_margin,lt,-0.193685,10,20,5
positive_logp_margin_vs_triage,gt,2.903325,10,20,6
positive_logp_self,gt,9.538477,10,20,6
positive_top_prob,gt,0.469351,10,20,6
triage_minus_positive_support_margin,lt,-0.113287,10,20,6
triage_top_scale_mean,lt,0.172,10,20,6
positive_entropy,lt,1.211216,10,20,7
positive_logp_margin_vs_triage,gt,2.709422,10,20,7
positive_logp_self,gt,9.393874,10,20,7
positive_support_margin,gt,1.901009,10,20,7
positive_top_prob,gt,0.467207,10,20,7
triage_entropy,lt,1.064834,10,20,7
triage_logp_under_positive,gt,5.805353,10,20,7
triage_minus_positive_logit_gap,lt,0.140521,10,20,7
triage_minus_positive_support_margin,lt,-0.050213,10,20,7
triage_minus_positive_top_prob,lt,0.089386,10,20,7
triage_support_margin,gt,1.923118,10,20,7
triage_top_scale_mean,lt,0.172484,10,20,7
positive_entropy,lt,1.228115,10,20,8
positive_logp_margin_vs_triage,gt,2.51164,10,20,8
positive_logp_self,gt,9.336182,10,20,8
positive_support_margin,gt,1.280721,10,20,8
positive_top_prob,gt,0.459632,10,20,8
triage_entropy,lt,1.069583,10,20,8
triage_logit_gap,lt,0.521529,10,20,8
triage_logp_margin_vs_positive,lt,1.431936,10,20,8
triage_minus_positive_logit_gap,lt,0.182854,10,20,8
triage_minus_positive_support_margin,lt,-0.041981,10,20,8
triage_minus_positive_top_prob,lt,0.091914,10,20,8
triage_support_margin,gt,1.297211,10,20,8
triage_top_prob,lt,0.532289,10,20,8
positive_entropy,lt,1.24162,10,20,9
positive_support_margin,gt,0.773167,10,20,9
positive_triage_action_l2,lt,0.380798,10,20,9
triage_entropy,lt,1.077111,10,20,9
triage_logit_gap,lt,0.547677,10,20,9
triage_logp_margin_vs_positive,lt,1.661033,10,20,9
triage_logp_self,lt,7.38457,10,20,9
triage_minus_positive_logit_gap,lt,0.251506,10,20,9
triage_minus_positive_top_prob,lt,0.10303,10,20,9
triage_top_prob,lt,0.534682,10,20,9
positive_entropy,lt,1.246821,10,20,10
positive_logit_gap,gt,0.252329,10,20,10
positive_logp_under_triage,gt,6.229012,10,20,10
positive_support_pos_dist,lt,1.001895,10,20,10
positive_top_scale_mean,gt,0.139746,10,20,10
positive_triage_action_l2,gt,0.393512,10,20,10
triage_entropy,lt,1.080682,10,20,10
triage_logit_gap,lt,0.622042,10,20,10
triage_logp_margin_vs_positive,lt,2.106572,10,20,10
triage_logp_self,lt,7.470175,10,20,10
triage_minus_positive_entropy,lt,-0.177599,10,20,10
triage_minus_positive_logit_gap,lt,0.31903,10,20,10
triage_minus_positive_support_margin,lt,-0.028407,10,20,10
triage_minus_positive_top_prob,lt,0.116724,10,20,10
triage_support_margin,gt,0.373789,10,20,10
triage_top_prob,lt,0.544697,10,20,10
positive_entropy,lt,1.25274,10,20,11
positive_logit_gap,gt,0.219114,10,20,11
positive_logp_under_triage,gt,6.170594,10,20,11
positive_logp_under_triage,lt,6.365864,10,20,11
positive_support_pos_dist,gt,0.997758,10,20,11
positive_support_pos_dist,lt,1.029209,10,20,11
positive_top_scale_mean,lt,0.141763,10,20,11
positive_triage_action_l2,lt,0.40723,10,20,11
triage_entropy,lt,1.081222,10,20,11
triage_logit_gap,lt,0.702966,10,20,11
triage_logp_self,lt,7.59643,10,20,11
triage_minus_positive_entropy,gt,-0.188873,10,20,11
triage_minus_positive_entropy,lt,-0.166139,10,20,11
triage_minus_positive_logit_gap,lt,0.348777,10,20,11
triage_minus_positive_support_margin,gt,-0.032225,10,20,11
triage_minus_positive_support_margin,lt,-0.007575,10,20,11
triage_minus_positive_top_prob,lt,0.126916,10,20,11
triage_support_margin,gt,0.347842,10,20,11
triage_top_prob,lt,0.553964,10,20,11
triage_top_scale_mean,lt,0.179165,10,20,11
positive_logit_gap,gt,0.172498,10,20,12
positive_logp_under_triage,gt,5.893097,10,20,12
positive_logp_under_triage,lt,6.616273,10,20,12
positive_support_pos_dist,gt,0.992138,10,20,12
positive_support_pos_dist,lt,1.0542,10,20,12
positive_top_scale_mean,lt,0.143992,10,20,12
positive_triage_action_l2,gt,0.372154,10,20,12
positive_triage_action_l2,lt,0.409281,10,20,12
triage_entropy,lt,1.086832,10,20,12
triage_logit_gap,lt,0.732744,10,20,12
triage_logp_self,gt,7.358225,10,20,12
triage_logp_self,lt,7.685388,10,20,12
triage_minus_positive_entropy,gt,-0.192373,10,20,12
triage_minus_positive_entropy,lt,-0.158553,10,20,12
triage_minus_positive_support_margin,lt,0.017717,10,20,12
