feature,direction,threshold,successes,episodes,switches
triage_support_margin,gt,-0.017899,14,20,17
triage_support_margin,lt,0.48237,14,20,17
triage_top_prob,gt,0.474107,14,20,17
positive_logit_gap,gt,0.358728,14,20,18
positive_support_margin,gt,-0.008186,14,20,18
positive_top_prob,gt,0.383985,14,20,18
positive_top_scale_max,lt,0.466088,14,20,18
positive_top_scale_mean,lt,0.157892,14,20,18
positive_triage_action_l2,lt,0.489422,14,20,18
positive_weighted_action_l2,gt,0.519053,14,20,18
positive_weighted_action_l2,lt,2.204174,14,20,18
triage_entropy,gt,1.077374,14,20,18
triage_entropy,lt,1.260811,14,20,18
triage_logit_gap,gt,0.490889,14,20,18
triage_logit_gap,lt,1.491862,14,20,18
triage_logp_under_positive,gt,0.79255,14,20,18
triage_minus_positive_entropy,gt,-0.240608,14,20,18
triage_minus_positive_top_prob,gt,-0.06143,14,20,18
triage_top_prob,gt,0.444478,14,20,18
triage_top_prob,lt,0.621128,14,20,18
positive_entropy,lt,1.339689,14,20,19
positive_support_margin,gt,-0.07491,14,20,19
positive_support_pos_dist,lt,2.274034,14,20,19
positive_top_prob,gt,0.371258,14,20,19
positive_top_scale_max,lt,0.476502,14,20,19
positive_top_scale_mean,lt,0.16816,14,20,19
positive_triage_action_l2,lt,0.665582,14,20,19
positive_weighted_action_l2,lt,2.276663,14,20,19
triage_logit_gap,gt,0.269797,14,20,19
triage_logp_under_positive,gt,-0.956317,14,20,19
triage_minus_positive_support_margin,lt,0.26608,14,20,19
triage_top_prob,gt,0.402523,14,20,19
positive_entropy,gt,1.339689,13,20,1
positive_support_margin,lt,-0.07491,13,20,1
positive_support_pos_dist,gt,2.274034,13,20,1
positive_top_prob,lt,0.371258,13,20,1
positive_top_scale_max,gt,0.476502,13,20,1
positive_top_scale_mean,gt,0.16816,13,20,1
positive_triage_action_l2,gt,0.665582,13,20,1
positive_weighted_action_l2,gt,2.276663,13,20,1
triage_logit_gap,lt,0.269797,13,20,1
triage_logp_under_positive,lt,-0.956317,13,20,1
triage_minus_positive_support_margin,gt,0.26608,13,20,1
triage_top_prob,lt,0.402523,13,20,1
positive_logit_gap,lt,0.358728,13,20,2
positive_support_margin,lt,-0.008186,13,20,2
positive_top_prob,lt,0.383985,13,20,2
positive_top_scale_max,gt,0.466088,13,20,2
positive_top_scale_mean,gt,0.157892,13,20,2
positive_triage_action_l2,gt,0.489422,13,20,2
positive_weighted_action_l2,gt,2.204174,13,20,2
positive_weighted_action_l2,lt,0.519053,13,20,2
triage_entropy,gt,1.260811,13,20,2
triage_entropy,lt,1.077374,13,20,2
triage_logit_gap,gt,1.491862,13,20,2
triage_logit_gap,lt,0.490889,13,20,2
triage_logp_under_positive,lt,0.79255,13,20,2
triage_minus_positive_entropy,lt,-0.240608,13,20,2
triage_minus_positive_top_prob,lt,-0.06143,13,20,2
triage_top_prob,gt,0.621128,13,20,2
triage_top_prob,lt,0.444478,13,20,2
positive_support_margin,lt,0.066623,13,20,3
positive_top_scale_max,gt,0.449952,13,20,3
positive_weighted_action_l2,gt,2.172553,13,20,3
positive_weighted_action_l2,lt,0.529868,13,20,3
triage_entropy,gt,1.248435,13,20,3
triage_logit_gap,lt,0.600968,13,20,3
triage_logp_under_positive,lt,1.213047,13,20,3
triage_minus_positive_support_margin,lt,-0.245078,13,20,3
triage_minus_positive_top_prob,lt,-0.055634,13,20,3
triage_support_margin,gt,0.48237,13,20,3
triage_support_margin,lt,-0.017899,13,20,3
triage_top_prob,lt,0.474107,13,20,3
positive_logit_gap,lt,0.395214,13,20,4
positive_support_margin,lt,0.118567,13,20,4
positive_top_scale_max,gt,0.432534,13,20,4
positive_weighted_action_l2,gt,2.155075,13,20,4
positive_weighted_action_l2,lt,0.547443,13,20,4
triage_entropy,gt,1.237158,13,20,4
triage_entropy,lt,1.102931,13,20,4
triage_minus_positive_entropy,lt,-0.177856,13,20,4
triage_minus_positive_logit_gap,gt,0.685291,13,20,4
triage_minus_positive_support_margin,lt,-0.230669,13,20,4
triage_minus_positive_top_prob,gt,0.158048,13,20,4
triage_minus_positive_top_prob,lt,-0.050451,13,20,4
triage_support_margin,gt,0.30197,13,20,4
triage_support_margin,lt,0.033451,13,20,4
triage_top_prob,lt,0.485299,13,20,4
positive_weighted_action_l2,gt,2.131975,13,20,5
positive_weighted_action_l2,lt,0.56406,13,20,5
triage_entropy,gt,1.218379,13,20,5
triage_logit_gap,lt,0.676588,13,20,5
triage_logp_under_positive,lt,4.841528,13,20,5
triage_minus_positive_entropy,gt,0.011183,13,20,5
triage_minus_positive_logit_gap,gt,0.562199,13,20,5
triage_support_margin,gt,0.231422,13,20,5
triage_top_prob,gt,0.572464,13,20,5
triage_top_prob,lt,0.488486,13,20,5
positive_weighted_action_l2,gt,2.110987,13,20,6
triage_entropy,gt,1.202522,13,20,6
triage_entropy,lt,1.117901,13,20,6
triage_logit_gap,lt,0.696847,13,20,6
triage_minus_positive_entropy,gt,-0.006011,13,20,6
triage_support_margin,lt,0.043311,13,20,6
triage_top_prob,gt,0.556086,13,20,6
triage_top_prob,lt,0.502474,13,20,6
positive_support_pos_dist,gt,1.55378,13,20,7
positive_support_pos_dist,lt,0.94642,13,20,7
positive_top_prob,lt,0.436821,13,20,7
positive_weighted_action_l2,gt,2.074864,13,20,7
positive_weighted_action_l2,lt,1.236914,13,20,7
triage_entropy,gt,1.195572,13,20,7
triage_entropy,lt,1.121226,13,20,7
triage_logit_gap,lt,0.744778,13,20,7
triage_support_margin,lt,0.056366,13,20,7
triage_top_prob,gt,0.551196,13,20,7
triage_top_prob,lt,0.515054,13,20,7
positive_support_margin,lt,0.188414,13,20,8
positive_support_pos_dist,gt,1.48425,13,20,8
positive_support_pos_dist,lt,0.988709,13,20,8
positive_weighted_action_l2,gt,2.038183,13,20,8
positive_weighted_action_l2,lt,1.344129,13,20,8
triage_entropy,gt,1.188154,13,20,8
triage_entropy,lt,1.144033,13,20,8
triage_logit_gap,lt,0.785282,13,20,8
triage_minus_positive_logit_gap,lt,0.29318,13,20,8
triage_support_margin,gt,0.175359,13,20,8
triage_top_prob,lt,0.519359,13,20,8
positive_logp_under_triage,lt,7.207013,13,20,9
positive_support_pos_dist,lt,1.039611,13,20,9
positive_triage_action_l2,gt,0.260182,13,20,9
triage_entropy,lt,1.169987,13,20,9
triage_logit_gap,lt,0.802996,13,20,9
triage_logp_under_positive,lt,7.17544,13,20,9
triage_minus_positive_logit_gap,lt,0.317443,13,20,9
triage_support_margin,gt,0.158522,13,20,9
triage_top_prob,gt,0.538609,13,20,9
positive_entropy,gt,1.260754,13,20,10
positive_logp_under_triage,lt,7.38917,13,20,10
positive_support_margin,lt,0.199436,13,20,10
positive_support_pos_dist,gt,1.131242,13,20,10
positive_top_scale_max,lt,0.358239,13,20,10
positive_top_scale_mean,lt,0.132202,13,20,10
positive_triage_action_l2,gt,0.231265,13,20,10
triage_entropy,lt,1.175838,13,20,10
triage_logit_gap,lt,0.827311,13,20,10
triage_logp_under_positive,lt,7.324312,13,20,10
triage_minus_positive_logit_gap,lt,0.36221,13,20,10
triage_support_margin,gt,0.146317,13,20,10
triage_top_prob,gt,0.532326,13,20,10
positive_entropy,gt,1.258733,13,20,11
positive_entropy,lt,1.262561,13,20,11
positive_logit_gap,lt,0.591255,13,20,11
positive_support_margin,lt,0.215258,13,20,11
positive_top_scale_max,gt,0.353572,13,20,11
positive_top_scale_max,lt,0.368221,13,20,11
positive_top_scale_mean,gt,0.130358,13,20,11
positive_top_scale_mean,lt,0.133286,13,20,11
positive_triage_action_l2,gt,0.204481,13,20,11
positive_weighted_action_l2,lt,2.018981,13,20,11
triage_entropy,lt,1.181141,13,20,11
triage_logit_gap,lt,0.85488,13,20,11
triage_logp_under_positive,lt,7.512589,13,20,11
triage_minus_positive_logit_gap,lt,0.391644,13,20,11
triage_support_margin,gt,0.137411,13,20,11
triage_top_prob,gt,0.527355,13,20,11
positive_entropy,lt,1.264565,13,20,12
positive_logit_gap,lt,0.597852,13,20,12
positive_logp_under_triage,gt,7.133005,13,20,12
positive_top_scale_max,gt,0.350014,13,20,12
positive_top_scale_mean,gt,0.128113,13,20,12
positive_top_scale_mean,lt,0.135932,13,20,12
positive_triage_action_l2,gt,0.177848,13,20,12
positive_triage_action_l2,lt,0.278895,13,20,12
triage_logit_gap,lt,0.903548,13,20,12
triage_logp_under_positive,gt,6.849088,13,20,12
triage_logp_under_positive,lt,7.737631,13,20,12
triage_minus_positive_logit_gap,lt,0.415737,13,20,12
triage_minus_positive_top_prob,gt,0.042744,13,20,12
triage_support_margin,gt,0.097813,13,20,12
positive_entropy,lt,1.26751,13,20,13
positive_logit_gap,lt,0.628017,13,20,13
positive_logp_under_triage,gt,7.020442,13,20,13
positive_support_margin,gt,0.178868,13,20,13
positive_top_scale_max,gt,0.344057,13,20,13
positive_top_scale_mean,gt,0.126778,13,20,13
positive_top_scale_mean,lt,0.139936,13,20,13
positive_triage_action_l2,gt,0.15849,13,20,13
positive_triage_action_l2,lt,0.300041,13,20,13
triage_logit_gap,lt,1.002128,13,20,13
triage_logp_under_positive,gt,6.017924,13,20,13
triage_minus_positive_entropy,lt,-0.020996,13,20,13
triage_minus_positive_logit_gap,gt,0.226561,13,20,13
triage_minus_positive_logit_gap,lt,0.458668,13,20,13
triage_minus_positive_support_margin,gt,-0.140413,13,20,13
triage_minus_positive_top_prob,gt,0.018647,13,20,13
positive_entropy,lt,1.273089,13,20,14
positive_logit_gap,lt,0.70417,13,20,14
positive_logp_under_triage,gt,6.793689,13,20,14
positive_support_margin,gt,0.172558,13,20,14
positive_support_margin,lt,0.328482,13,20,14
positive_support_pos_dist,gt,0.924241,13,20,14
positive_support_pos_dist,lt,1.640745,13,20,14
positive_top_prob,gt,0.427276,13,20,14
positive_top_scale_max,gt,0.336581,13,20,14
