unlabeled_positive_count,unlabeled_negative_count,unlabeled_bad_fraction,score_family,selector,seed_count,selected_demo_count_mean,selected_demo_count_std,selected_hidden_positive_demos_mean,selected_hidden_positive_demos_std,selected_hidden_bad_demos_mean,selected_hidden_bad_demos_std,selected_hidden_positive_purity_mean,selected_hidden_positive_purity_std,selected_hidden_positive_recall_mean,selected_hidden_positive_recall_std
20,80,0.8,positive_only_nn,top20,3,20.0,0.0,15.0,0.0,5.0,0.0,0.75,0.0,0.75,0.0
20,80,0.8,positive_only_nn,top40,3,40.0,0.0,18.0,0.0,22.0,0.0,0.45,0.0,0.9,0.0
20,80,0.8,positive_only_nn,top80,3,80.0,0.0,20.0,0.0,60.0,0.0,0.25,0.0,1.0,0.0
20,80,0.8,positive_vs_unlabeled,top20,3,20.0,0.0,7.0,0.0,13.0,0.0,0.3499999999999999,5.551115123125783e-17,0.3499999999999999,5.551115123125783e-17
20,80,0.8,positive_vs_unlabeled,top40,3,40.0,0.0,9.0,0.0,31.0,0.0,0.225,0.0,0.45,0.0
20,80,0.8,positive_vs_unlabeled,top80,3,80.0,0.0,17.333333333333332,0.4714045207910317,62.666666666666664,0.4714045207910317,0.21666666666666667,0.005892556509887902,0.8666666666666667,0.023570226039551608
30,80,0.7272727272727273,bad_aware_pos_vs_neg,adaptive_masscap,3,46.333333333333336,4.988876515698588,28.333333333333332,1.247219128924647,18.0,4.08248290463863,0.6163215217057831,0.04909554693443518,0.9444444444444443,0.0415739709641549
30,80,0.7272727272727273,bad_aware_pos_vs_neg,coverage_gap,3,64.33333333333333,8.993825042154695,30.0,0.0,34.333333333333336,8.993825042154693,0.47585873246250604,0.06853677869569397,1.0,0.0
30,80,0.7272727272727273,bad_aware_pos_vs_neg,top20,3,20.0,0.0,19.0,0.816496580927726,1.0,0.816496580927726,0.9500000000000001,0.04082482904638629,0.6333333333333333,0.02721655269759086
30,80,0.7272727272727273,bad_aware_pos_vs_neg,top40,3,40.0,0.0,26.666666666666668,0.9428090415820634,13.333333333333334,0.9428090415820634,0.6666666666666666,0.023570226039551553,0.888888888888889,0.03142696805273544
30,80,0.7272727272727273,bad_aware_pos_vs_neg,top80,3,80.0,0.0,30.0,0.0,50.0,0.0,0.375,0.0,1.0,0.0
30,80,0.7272727272727273,positive_only_nn,top20,3,20.0,0.0,19.0,0.0,1.0,0.0,0.9499999999999998,1.1102230246251565e-16,0.6333333333333333,0.0
30,80,0.7272727272727273,positive_only_nn,top40,3,40.0,0.0,27.0,0.0,13.0,0.0,0.6750000000000002,1.1102230246251565e-16,0.9,0.0
30,80,0.7272727272727273,positive_only_nn,top80,3,80.0,0.0,29.0,0.0,51.0,0.0,0.3625,0.0,0.9666666666666667,0.0
30,80,0.7272727272727273,positive_vs_unlabeled,top20,3,20.0,0.0,11.0,0.0,9.0,0.0,0.55,0.0,0.36666666666666664,0.0
30,80,0.7272727272727273,positive_vs_unlabeled,top40,3,40.0,0.0,12.666666666666666,0.4714045207910317,27.333333333333332,0.4714045207910317,0.31666666666666665,0.011785113019775804,0.4222222222222222,0.01571348402636772
30,80,0.7272727272727273,positive_vs_unlabeled,top80,3,80.0,0.0,22.666666666666668,0.4714045207910317,57.333333333333336,0.4714045207910317,0.2833333333333333,0.005892556509887875,0.7555555555555555,0.015713484026367772
40,80,0.6666666666666666,bad_aware_pos_vs_neg,adaptive_masscap,3,50.0,1.632993161855452,36.333333333333336,0.4714045207910317,13.666666666666666,2.0548046676563256,0.7277136752136752,0.03251865786076779,0.9083333333333333,0.011785113019775802
40,80,0.6666666666666666,bad_aware_pos_vs_neg,coverage_gap,3,74.0,2.160246899469287,40.0,0.0,34.0,2.160246899469287,0.5409937601718423,0.015526192940797524,1.0,0.0
40,80,0.6666666666666666,bad_aware_pos_vs_neg,top20,3,20.0,0.0,19.666666666666668,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.9833333333333334,0.023570226039551608,0.4916666666666667,0.011785113019775804
40,80,0.6666666666666666,bad_aware_pos_vs_neg,top40,3,40.0,0.0,32.333333333333336,1.247219128924647,7.666666666666667,1.247219128924647,0.8083333333333335,0.03118047822311616,0.8083333333333335,0.03118047822311616
40,80,0.6666666666666666,bad_aware_pos_vs_neg,top80,3,80.0,0.0,40.0,0.0,40.0,0.0,0.5,0.0,1.0,0.0
40,80,0.6666666666666666,positive_only_nn,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
40,80,0.6666666666666666,positive_only_nn,top40,3,40.0,0.0,31.0,0.0,9.0,0.0,0.775,0.0,0.775,0.0
40,80,0.6666666666666666,positive_only_nn,top80,3,80.0,0.0,37.0,0.0,43.0,0.0,0.4625000000000001,5.551115123125783e-17,0.9250000000000002,1.1102230246251565e-16
40,80,0.6666666666666666,positive_vs_unlabeled,top20,3,20.0,0.0,11.333333333333334,0.4714045207910317,8.666666666666666,0.4714045207910317,0.5666666666666667,0.023570226039551553,0.2833333333333333,0.011785113019775776
40,80,0.6666666666666666,positive_vs_unlabeled,top40,3,40.0,0.0,16.0,0.0,24.0,0.0,0.4000000000000001,5.551115123125783e-17,0.4000000000000001,5.551115123125783e-17
40,80,0.6666666666666666,positive_vs_unlabeled,top80,3,80.0,0.0,25.333333333333332,0.4714045207910317,54.666666666666664,0.4714045207910317,0.31666666666666665,0.005892556509887901,0.6333333333333333,0.011785113019775802
50,80,0.6153846153846154,bad_aware_pos_vs_neg,adaptive_masscap,3,49.333333333333336,4.784233364802441,41.0,2.8284271247461903,8.333333333333334,2.0548046676563256,0.8333417764268828,0.025880859674608864,0.82,0.0565685424949238
50,80,0.6153846153846154,bad_aware_pos_vs_neg,coverage_gap,3,55.333333333333336,13.224556283251582,42.666666666666664,5.185449728701348,12.666666666666666,8.055363982396381,0.7907098587949651,0.08272311487571378,0.8533333333333334,0.10370899457402696
50,80,0.6153846153846154,bad_aware_pos_vs_neg,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.4000000000000001,5.551115123125783e-17
50,80,0.6153846153846154,bad_aware_pos_vs_neg,top40,3,40.0,0.0,37.0,1.4142135623730951,3.0,1.4142135623730951,0.9249999999999999,0.035355339059327355,0.7399999999999999,0.02828427124746193
50,80,0.6153846153846154,bad_aware_pos_vs_neg,top80,3,80.0,0.0,50.0,0.0,30.0,0.0,0.625,0.0,1.0,0.0
50,80,0.6153846153846154,positive_only_nn,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.4000000000000001,5.551115123125783e-17
50,80,0.6153846153846154,positive_only_nn,top40,3,40.0,0.0,37.0,0.0,3.0,0.0,0.9250000000000002,1.1102230246251565e-16,0.7399999999999999,1.1102230246251565e-16
50,80,0.6153846153846154,positive_only_nn,top80,3,80.0,0.0,47.0,0.0,33.0,0.0,0.5875,0.0,0.94,0.0
50,80,0.6153846153846154,positive_vs_unlabeled,top20,3,20.0,0.0,12.666666666666666,0.4714045207910317,7.333333333333333,0.4714045207910317,0.6333333333333333,0.023570226039551608,0.25333333333333335,0.009428090415820642
50,80,0.6153846153846154,positive_vs_unlabeled,top40,3,40.0,0.0,19.333333333333332,0.4714045207910317,20.666666666666668,0.4714045207910317,0.48333333333333334,0.011785113019775802,0.3866666666666667,0.009428090415820642
50,80,0.6153846153846154,positive_vs_unlabeled,top80,3,80.0,0.0,31.0,0.816496580927726,49.0,0.816496580927726,0.3875,0.010206207261596585,0.62,0.016329931618554536
60,80,0.5714285714285714,bad_aware_pos_vs_neg,adaptive_masscap,3,53.666666666666664,3.39934634239519,48.666666666666664,0.4714045207910317,5.0,2.943920288775949,0.9100500168169341,0.0508025257872169,0.8111111111111112,0.007856742013183834
60,80,0.5714285714285714,bad_aware_pos_vs_neg,coverage_gap,3,53.666666666666664,3.39934634239519,48.666666666666664,0.4714045207910317,5.0,2.943920288775949,0.9100500168169341,0.0508025257872169,0.8111111111111112,0.007856742013183834
60,80,0.5714285714285714,bad_aware_pos_vs_neg,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0
60,80,0.5714285714285714,bad_aware_pos_vs_neg,top40,3,40.0,0.0,39.333333333333336,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.9833333333333334,0.011785113019775802,0.6555555555555556,0.007856742013183834
60,80,0.5714285714285714,bad_aware_pos_vs_neg,top80,3,80.0,0.0,59.333333333333336,0.9428090415820634,20.666666666666668,0.9428090415820634,0.7416666666666667,0.011785113019775804,0.9888888888888889,0.01571348402636772
60,80,0.5714285714285714,positive_only_nn,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0
60,80,0.5714285714285714,positive_only_nn,top40,3,40.0,0.0,39.0,0.0,1.0,0.0,0.975,0.0,0.65,0.0
60,80,0.5714285714285714,positive_only_nn,top80,3,80.0,0.0,56.0,0.0,24.0,0.0,0.6999999999999998,1.1102230246251565e-16,0.9333333333333332,1.1102230246251565e-16
60,80,0.5714285714285714,positive_vs_unlabeled,top20,3,20.0,0.0,12.666666666666666,0.4714045207910317,7.333333333333333,0.4714045207910317,0.6333333333333333,0.023570226039551605,0.2111111111111111,0.00785674201318386
60,80,0.5714285714285714,positive_vs_unlabeled,top40,3,40.0,0.0,20.333333333333332,0.4714045207910317,19.666666666666668,0.4714045207910317,0.5083333333333333,0.011785113019775802,0.33888888888888885,0.00785674201318386
60,80,0.5714285714285714,positive_vs_unlabeled,top80,3,80.0,0.0,34.0,1.632993161855452,46.0,1.632993161855452,0.425,0.020412414523193145,0.5666666666666668,0.02721655269759086
70,80,0.5333333333333333,bad_aware_pos_vs_neg,adaptive_masscap,3,54.0,10.198039027185569,51.666666666666664,8.259674462242579,2.3333333333333335,2.6246692913372702,0.9630028735632185,0.040742956719681714,0.7380952380952381,0.11799534946060829
70,80,0.5333333333333333,bad_aware_pos_vs_neg,coverage_gap,3,54.0,10.198039027185569,51.666666666666664,8.259674462242579,2.3333333333333335,2.6246692913372702,0.9630028735632185,0.040742956719681714,0.7380952380952381,0.11799534946060829
70,80,0.5333333333333333,bad_aware_pos_vs_neg,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0
70,80,0.5333333333333333,bad_aware_pos_vs_neg,top40,3,40.0,0.0,39.666666666666664,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.9916666666666667,0.011785113019775804,0.5666666666666667,0.006734350297014714
70,80,0.5333333333333333,bad_aware_pos_vs_neg,top80,3,80.0,0.0,66.33333333333333,1.247219128924647,13.666666666666666,1.247219128924647,0.8291666666666666,0.015590239111558084,0.9476190476190477,0.017817416127494944
70,80,0.5333333333333333,positive_only_nn,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0
70,80,0.5333333333333333,positive_only_nn,top40,3,40.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0
70,80,0.5333333333333333,positive_only_nn,top80,3,80.0,0.0,65.0,0.0,15.0,0.0,0.8125,0.0,0.9285714285714285,1.1102230246251565e-16
70,80,0.5333333333333333,positive_vs_unlabeled,top20,3,20.0,0.0,13.666666666666666,0.4714045207910317,6.333333333333333,0.4714045207910317,0.6833333333333332,0.023570226039551553,0.19523809523809524,0.00673435029701474
70,80,0.5333333333333333,positive_vs_unlabeled,top40,3,40.0,0.0,21.333333333333332,0.4714045207910317,18.666666666666668,0.4714045207910317,0.5333333333333333,0.011785113019775802,0.30476190476190473,0.00673435029701474
70,80,0.5333333333333333,positive_vs_unlabeled,top80,3,80.0,0.0,36.333333333333336,1.247219128924647,43.666666666666664,1.247219128924647,0.4541666666666666,0.01559023911155808,0.519047619047619,0.017817416127494944
80,80,0.5,bad_aware_pos_vs_neg,adaptive_masscap,3,61.333333333333336,11.897712198383164,59.0,9.93310961716756,2.3333333333333335,2.6246692913372702,0.9675522346755224,0.03571407202773927,0.7374999999999999,0.1241638702145945
80,80,0.5,bad_aware_pos_vs_neg,coverage_gap,3,61.333333333333336,11.897712198383164,59.0,9.93310961716756,2.3333333333333335,2.6246692913372702,0.9675522346755224,0.03571407202773927,0.7374999999999999,0.1241638702145945
80,80,0.5,bad_aware_pos_vs_neg,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0
80,80,0.5,bad_aware_pos_vs_neg,top40,3,40.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
80,80,0.5,bad_aware_pos_vs_neg,top80,3,80.0,0.0,72.0,1.632993161855452,8.0,1.632993161855452,0.9,0.02041241452319317,0.9,0.02041241452319317
80,80,0.5,positive_only_nn,top20,3,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0
80,80,0.5,positive_only_nn,top40,3,40.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
80,80,0.5,positive_only_nn,top80,3,80.0,0.0,69.0,0.0,11.0,0.0,0.8625000000000002,1.1102230246251565e-16,0.8625000000000002,1.1102230246251565e-16
80,80,0.5,positive_vs_unlabeled,top20,3,20.0,0.0,14.333333333333334,0.4714045207910317,5.666666666666667,0.4714045207910317,0.7166666666666667,0.023570226039551608,0.17916666666666667,0.005892556509887902
80,80,0.5,positive_vs_unlabeled,top40,3,40.0,0.0,22.0,1.4142135623730951,18.0,1.4142135623730951,0.5499999999999999,0.035355339059327355,0.27499999999999997,0.017677669529663678
80,80,0.5,positive_vs_unlabeled,top80,3,80.0,0.0,37.666666666666664,0.9428090415820634,42.333333333333336,0.9428090415820634,0.4708333333333334,0.011785113019775776,0.4708333333333334,0.011785113019775776
