unlabeled_positive_count,unlabeled_negative_count,unlabeled_bad_fraction,seed,score_family,selector,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_hidden_positive_recall,selected_score_min,selected_score_mean,selected_score_max,estimated_positive_mass,effective_min,score_gap,labeled_positive_score_mean,labeled_negative_score_mean,adaptive_masscap_mode
5,80,0.9411764705882353,2,bad_aware_pos_vs_neg,coverage_gap,42,5,37,0.11904761904761904,1.0,0.3157162070274353,0.48858327241170973,0.8039944171905518,21.61034689494728,40,0.029351353645324707,0.827269172668457,0.17145098969340325,
5,80,0.9411764705882353,2,bad_aware_pos_vs_neg,top20,20,5,15,0.25,1.0,0.4819105863571167,0.5777724668383598,0.8039944171905518,21.61034689494728,40,0.029351353645324707,0.827269172668457,0.17145098969340325,
5,80,0.9411764705882353,2,bad_aware_pos_vs_neg,top40,40,5,35,0.125,1.0,0.32225942611694336,0.49716622307896613,0.8039944171905518,21.61034689494728,40,0.029351353645324707,0.827269172668457,0.17145098969340325,
5,80,0.9411764705882353,2,bad_aware_pos_vs_neg,top80,80,5,75,0.0625,1.0,0.07405459135770798,0.33685906808823346,0.8039944171905518,21.61034689494728,40,0.029351353645324707,0.827269172668457,0.17145098969340325,
5,80,0.9411764705882353,2,positive_only_nn,top20,20,4,16,0.2,0.8,-0.4022885262966156,-0.32333225980401037,-0.15580275654792786,,,,,,
5,80,0.9411764705882353,2,positive_only_nn,top40,40,5,35,0.125,1.0,-0.47139930725097656,-0.38168653286993504,-0.15580275654792786,,,,,,
5,80,0.9411764705882353,2,positive_only_nn,top80,80,5,75,0.0625,1.0,-0.8898233771324158,-0.4920671919360757,-0.15580275654792786,,,,,,
5,80,0.9411764705882353,2,positive_vs_unlabeled,top20,20,1,19,0.05,0.2,0.2269187718629837,0.3199938803911209,0.42452195286750793,,,,,,
5,80,0.9411764705882353,2,positive_vs_unlabeled,top40,40,3,37,0.075,0.6,0.1020255908370018,0.23651302624493836,0.42452195286750793,,,,,,
5,80,0.9411764705882353,2,positive_vs_unlabeled,top80,80,5,75,0.0625,1.0,0.00494836550205946,0.13836117957253008,0.42452195286750793,,,,,,
10,80,0.8888888888888888,0,bad_aware_pos_vs_neg,adaptive_masscap,20,10,10,0.5,1.0,0.5330380797386169,0.677616822719574,0.8772125244140625,27.37352242811708,40,0.03373637795448303,0.8270093679428101,0.1759590722620487,precision_top20
10,80,0.8888888888888888,0,bad_aware_pos_vs_neg,coverage_gap,51,10,41,0.19607843137254902,1.0,0.28622013330459595,0.5130761394313738,0.8772125244140625,27.37352242811708,40,0.03373637795448303,0.8270093679428101,0.1759590722620487,
10,80,0.8888888888888888,0,bad_aware_pos_vs_neg,top20,20,10,10,0.5,1.0,0.5330380797386169,0.677616822719574,0.8772125244140625,27.37352242811708,40,0.03373637795448303,0.8270093679428101,0.1759590722620487,
10,80,0.8888888888888888,0,bad_aware_pos_vs_neg,top40,40,10,30,0.25,1.0,0.3782941401004791,0.5645831041038036,0.8772125244140625,27.37352242811708,40,0.03373637795448303,0.8270093679428101,0.1759590722620487,
10,80,0.8888888888888888,0,bad_aware_pos_vs_neg,top80,80,10,70,0.125,1.0,0.15067517757415771,0.3986274341121316,0.8772125244140625,27.37352242811708,40,0.03373637795448303,0.8270093679428101,0.1759590722620487,
10,80,0.8888888888888888,0,positive_only_nn,top20,20,9,11,0.45,0.9,-0.3530604839324951,-0.26824134066700933,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,0,positive_only_nn,top40,40,10,30,0.25,1.0,-0.45620039105415344,-0.3437319103628397,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,0,positive_only_nn,top80,80,10,70,0.125,1.0,-0.729599118232727,-0.4506904216483235,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,0,positive_vs_unlabeled,top20,20,5,15,0.25,0.5,0.21635113656520844,0.3176849067211151,0.5664597749710083,,,,,,
10,80,0.8888888888888888,0,positive_vs_unlabeled,top40,40,6,34,0.15,0.6,0.1206604540348053,0.2420108411461115,0.5664597749710083,,,,,,
10,80,0.8888888888888888,0,positive_vs_unlabeled,top80,80,10,70,0.125,1.0,0.009689881466329098,0.14896102496422828,0.5664597749710083,,,,,,
10,80,0.8888888888888888,1,bad_aware_pos_vs_neg,adaptive_masscap,20,10,10,0.5,1.0,0.5511751770973206,0.6975744396448136,0.9045701622962952,29.084421578548433,40,0.036437198519706726,0.824909895658493,0.16258859410881996,precision_top20
10,80,0.8888888888888888,1,bad_aware_pos_vs_neg,coverage_gap,56,10,46,0.17857142857142858,1.0,0.23862069845199585,0.5067829314087119,0.9045701622962952,29.084421578548433,40,0.036437198519706726,0.824909895658493,0.16258859410881996,
10,80,0.8888888888888888,1,bad_aware_pos_vs_neg,top20,20,10,10,0.5,1.0,0.5511751770973206,0.6975744396448136,0.9045701622962952,29.084421578548433,40,0.036437198519706726,0.824909895658493,0.16258859410881996,
10,80,0.8888888888888888,1,bad_aware_pos_vs_neg,top40,40,10,30,0.25,1.0,0.39275842905044556,0.5809497155249119,0.9045701622962952,29.084421578548433,40,0.036437198519706726,0.824909895658493,0.16258859410881996,
10,80,0.8888888888888888,1,bad_aware_pos_vs_neg,top80,80,10,70,0.125,1.0,0.11934066563844681,0.40099306888878344,0.9045701622962952,29.084421578548433,40,0.036437198519706726,0.824909895658493,0.16258859410881996,
10,80,0.8888888888888888,1,positive_only_nn,top20,20,9,11,0.45,0.9,-0.3530604839324951,-0.26824134066700933,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,1,positive_only_nn,top40,40,10,30,0.25,1.0,-0.45620039105415344,-0.3437319103628397,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,1,positive_only_nn,top80,80,10,70,0.125,1.0,-0.729599118232727,-0.4506904216483235,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,1,positive_vs_unlabeled,top20,20,4,16,0.2,0.4,0.24905407428741455,0.3505058020353317,0.5654129981994629,,,,,,
10,80,0.8888888888888888,1,positive_vs_unlabeled,top40,40,8,32,0.2,0.8,0.1230611801147461,0.2572735561057925,0.5654129981994629,,,,,,
10,80,0.8888888888888888,1,positive_vs_unlabeled,top80,80,10,70,0.125,1.0,0.011264168657362461,0.15829574088566006,0.5654129981994629,,,,,,
10,80,0.8888888888888888,2,bad_aware_pos_vs_neg,adaptive_masscap,20,10,10,0.5,1.0,0.5141416192054749,0.6475125283002854,0.8676935434341431,25.898531941558527,40,0.04301515221595764,0.8257226586341858,0.1731152854859829,precision_top20
10,80,0.8888888888888888,2,bad_aware_pos_vs_neg,coverage_gap,43,10,33,0.23255813953488372,1.0,0.36675316095352173,0.5357305407524109,0.8676935434341431,25.898531941558527,40,0.04301515221595764,0.8257226586341858,0.1731152854859829,
10,80,0.8888888888888888,2,bad_aware_pos_vs_neg,top20,20,10,10,0.5,1.0,0.5141416192054749,0.6475125283002854,0.8676935434341431,25.898531941558527,40,0.04301515221595764,0.8257226586341858,0.1731152854859829,
10,80,0.8888888888888888,2,bad_aware_pos_vs_neg,top40,40,10,30,0.25,1.0,0.3844165503978729,0.548100933432579,0.8676935434341431,25.898531941558527,40,0.04301515221595764,0.8257226586341858,0.1731152854859829,
10,80,0.8888888888888888,2,bad_aware_pos_vs_neg,top80,80,10,70,0.125,1.0,0.11114389449357986,0.3778880417346954,0.8676935434341431,25.898531941558527,40,0.04301515221595764,0.8257226586341858,0.1731152854859829,
10,80,0.8888888888888888,2,positive_only_nn,top20,20,9,11,0.45,0.9,-0.3530604839324951,-0.26824134066700933,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,2,positive_only_nn,top40,40,10,30,0.25,1.0,-0.45620039105415344,-0.3437319103628397,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,2,positive_only_nn,top80,80,10,70,0.125,1.0,-0.729599118232727,-0.4506904216483235,-0.13052529096603394,,,,,,
10,80,0.8888888888888888,2,positive_vs_unlabeled,top20,20,4,16,0.2,0.4,0.23683974146842957,0.34256869107484816,0.5968752503395081,,,,,,
10,80,0.8888888888888888,2,positive_vs_unlabeled,top40,40,6,34,0.15,0.6,0.11823119968175888,0.25697001311928036,0.5968752503395081,,,,,,
10,80,0.8888888888888888,2,positive_vs_unlabeled,top80,80,10,70,0.125,1.0,0.011718973517417908,0.1567167000612244,0.5968752503395081,,,,,,
20,80,0.8,0,bad_aware_pos_vs_neg,adaptive_masscap,20,15,5,0.75,0.75,0.5957435965538025,0.7043061882257462,0.8730028867721558,33.66219061535829,40,0.02679196000099182,0.8253737092018127,0.17710694372653962,precision_top20
20,80,0.8,0,bad_aware_pos_vs_neg,coverage_gap,48,20,28,0.4166666666666667,1.0,0.39424049854278564,0.5738737713545561,0.8730028867721558,33.66219061535829,40,0.02679196000099182,0.8253737092018127,0.17710694372653962,
20,80,0.8,0,bad_aware_pos_vs_neg,top20,20,15,5,0.75,0.75,0.5957435965538025,0.7043061882257462,0.8730028867721558,33.66219061535829,40,0.02679196000099182,0.8253737092018127,0.17710694372653962,
20,80,0.8,0,bad_aware_pos_vs_neg,top40,40,19,21,0.475,0.95,0.450987845659256,0.6051088683307171,0.8730028867721558,33.66219061535829,40,0.02679196000099182,0.8253737092018127,0.17710694372653962,
20,80,0.8,0,bad_aware_pos_vs_neg,top80,80,20,60,0.25,1.0,0.18540920317173004,0.45046453829854727,0.8730028867721558,33.66219061535829,40,0.02679196000099182,0.8253737092018127,0.17710694372653962,
20,80,0.8,0,positive_only_nn,top20,20,15,5,0.75,0.75,-0.3139858543872833,-0.21101746000349522,-0.08497043699026108,,,,,,
20,80,0.8,0,positive_only_nn,top40,40,18,22,0.45,0.9,-0.42175954580307007,-0.2936034658923745,-0.08497043699026108,,,,,,
20,80,0.8,0,positive_only_nn,top80,80,20,60,0.25,1.0,-0.60552579164505,-0.39630878577008843,-0.08497043699026108,,,,,,
20,80,0.8,0,positive_vs_unlabeled,top20,20,7,13,0.35,0.35,0.24036948382854462,0.36603347212076187,0.6461832523345947,,,,,,
20,80,0.8,0,positive_vs_unlabeled,top40,40,9,31,0.225,0.45,0.13748972117900848,0.27412708215415477,0.6461832523345947,,,,,,
20,80,0.8,0,positive_vs_unlabeled,top80,80,18,62,0.225,0.9,0.021649478003382683,0.17350540098268538,0.6461832523345947,,,,,,
20,80,0.8,1,bad_aware_pos_vs_neg,adaptive_masscap,20,14,6,0.7,0.7,0.6220568418502808,0.7227058947086334,0.8997684121131897,35.942045368214536,40,0.040567755699157715,0.8217963933944702,0.1657300554215908,precision_top20
20,80,0.8,1,bad_aware_pos_vs_neg,coverage_gap,56,20,36,0.35714285714285715,1.0,0.371846079826355,0.562893522637231,0.8997684121131897,35.942045368214536,40,0.040567755699157715,0.8217963933944702,0.1657300554215908,
20,80,0.8,1,bad_aware_pos_vs_neg,top20,20,14,6,0.7,0.7,0.6220568418502808,0.7227058947086334,0.8997684121131897,35.942045368214536,40,0.040567755699157715,0.8217963933944702,0.1657300554215908,
20,80,0.8,1,bad_aware_pos_vs_neg,top40,40,20,20,0.5,1.0,0.4547276496887207,0.6217430531978607,0.8997684121131897,35.942045368214536,40,0.040567755699157715,0.8217963933944702,0.1657300554215908,
20,80,0.8,1,bad_aware_pos_vs_neg,top80,80,20,60,0.25,1.0,0.15144595503807068,0.4623037274926901,0.8997684121131897,35.942045368214536,40,0.040567755699157715,0.8217963933944702,0.1657300554215908,
20,80,0.8,1,positive_only_nn,top20,20,15,5,0.75,0.75,-0.3139858543872833,-0.21101746000349522,-0.08497043699026108,,,,,,
20,80,0.8,1,positive_only_nn,top40,40,18,22,0.45,0.9,-0.42175954580307007,-0.2936034658923745,-0.08497043699026108,,,,,,
20,80,0.8,1,positive_only_nn,top80,80,20,60,0.25,1.0,-0.60552579164505,-0.39630878577008843,-0.08497043699026108,,,,,,
20,80,0.8,1,positive_vs_unlabeled,top20,20,7,13,0.35,0.35,0.2881796956062317,0.405978225171566,0.7237337827682495,,,,,,
20,80,0.8,1,positive_vs_unlabeled,top40,40,9,31,0.225,0.45,0.13722267746925354,0.2981863211840391,0.7237337827682495,,,,,,
20,80,0.8,1,positive_vs_unlabeled,top80,80,17,63,0.2125,0.85,0.019194379448890686,0.18697778997011483,0.7237337827682495,,,,,,
20,80,0.8,2,bad_aware_pos_vs_neg,adaptive_masscap,20,16,4,0.8,0.8,0.5687277913093567,0.6982992708683013,0.8656965494155884,32.578908241960555,40,0.04179564118385315,0.824184674024582,0.17592843025922775,precision_top20
20,80,0.8,2,bad_aware_pos_vs_neg,coverage_gap,53,20,33,0.37735849056603776,1.0,0.3667387068271637,0.5487633904196182,0.8656965494155884,32.578908241960555,40,0.04179564118385315,0.824184674024582,0.17592843025922775,
20,80,0.8,2,bad_aware_pos_vs_neg,top20,20,16,4,0.8,0.8,0.5687277913093567,0.6982992708683013,0.8656965494155884,32.578908241960555,40,0.04179564118385315,0.824184674024582,0.17592843025922775,
20,80,0.8,2,bad_aware_pos_vs_neg,top40,40,20,20,0.5,1.0,0.44320663809776306,0.5948922455310821,0.8656965494155884,32.578908241960555,40,0.04179564118385315,0.824184674024582,0.17592843025922775,
20,80,0.8,2,bad_aware_pos_vs_neg,top80,80,20,60,0.25,1.0,0.14773577451705933,0.4396839102730155,0.8656965494155884,32.578908241960555,40,0.04179564118385315,0.824184674024582,0.17592843025922775,
20,80,0.8,2,positive_only_nn,top20,20,15,5,0.75,0.75,-0.3139858543872833,-0.21101746000349522,-0.08497043699026108,,,,,,
20,80,0.8,2,positive_only_nn,top40,40,18,22,0.45,0.9,-0.42175954580307007,-0.2936034658923745,-0.08497043699026108,,,,,,
20,80,0.8,2,positive_only_nn,top80,80,20,60,0.25,1.0,-0.60552579164505,-0.39630878577008843,-0.08497043699026108,,,,,,
20,80,0.8,2,positive_vs_unlabeled,top20,20,7,13,0.35,0.35,0.2681692838668823,0.3970095977187157,0.6947667002677917,,,,,,
20,80,0.8,2,positive_vs_unlabeled,top40,40,9,31,0.225,0.45,0.13148319721221924,0.2939221292734146,0.6947667002677917,,,,,,
20,80,0.8,2,positive_vs_unlabeled,top80,80,17,63,0.2125,0.85,0.01502948347479105,0.18286529578035698,0.6947667002677917,,,,,,
30,80,0.7272727272727273,0,bad_aware_pos_vs_neg,adaptive_masscap,53,30,23,0.5660377358490566,1.0,0.4355930685997009,0.6178364905546296,0.8897184729576111,42.15215007995398,40,0.028615087270736694,0.8251671969890595,0.17857749611139298,coverage_gap
30,80,0.7272727272727273,0,bad_aware_pos_vs_neg,coverage_gap,53,30,23,0.5660377358490566,1.0,0.4355930685997009,0.6178364905546296,0.8897184729576111,42.15215007995398,40,0.028615087270736694,0.8251671969890595,0.17857749611139298,
30,80,0.7272727272727273,0,bad_aware_pos_vs_neg,top20,20,18,2,0.9,0.6,0.6397691965103149,0.7673179119825363,0.8897184729576111,42.15215007995398,40,0.028615087270736694,0.8251671969890595,0.17857749611139298,
30,80,0.7272727272727273,0,bad_aware_pos_vs_neg,top40,40,26,14,0.65,0.8666666666666667,0.4979637861251831,0.6657696485519409,0.8897184729576111,42.15215007995398,40,0.028615087270736694,0.8251671969890595,0.17857749611139298,
30,80,0.7272727272727273,0,bad_aware_pos_vs_neg,top80,80,30,50,0.375,1.0,0.22755341231822968,0.517636144720018,0.8897184729576111,42.15215007995398,40,0.028615087270736694,0.8251671969890595,0.17857749611139298,
30,80,0.7272727272727273,0,positive_only_nn,top20,20,19,1,0.95,0.6333333333333333,-0.25009098649024963,-0.16809887252748013,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,0,positive_only_nn,top40,40,27,13,0.675,0.9,-0.37450307607650757,-0.24558138977736235,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,0,positive_only_nn,top80,80,29,51,0.3625,0.9666666666666667,-0.5197999477386475,-0.35065735010430216,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,0,positive_vs_unlabeled,top20,20,11,9,0.55,0.36666666666666664,0.2641564905643463,0.38636709600687025,0.6073335409164429,,,,,,
30,80,0.7272727272727273,0,positive_vs_unlabeled,top40,40,13,27,0.325,0.43333333333333335,0.16575437784194946,0.29656821116805077,0.6073335409164429,,,,,,
30,80,0.7272727272727273,0,positive_vs_unlabeled,top80,80,23,57,0.2875,0.7666666666666667,0.03651106357574463,0.19317539604380726,0.6073335409164429,,,,,,
30,80,0.7272727272727273,1,bad_aware_pos_vs_neg,adaptive_masscap,45,27,18,0.6,0.9,0.480507493019104,0.6591586629549663,0.8981653451919556,44.122737222495346,40,0.047024041414260864,0.8209512174129486,0.1671340860426426,top_estimated_mass
30,80,0.7272727272727273,1,bad_aware_pos_vs_neg,coverage_gap,75,30,45,0.4,1.0,0.2726384103298187,0.5518872829278311,0.8981653451919556,44.122737222495346,40,0.047024041414260864,0.8209512174129486,0.1671340860426426,
30,80,0.7272727272727273,1,bad_aware_pos_vs_neg,top20,20,19,1,0.95,0.6333333333333333,0.655790388584137,0.7790687263011933,0.8981653451919556,44.122737222495346,40,0.047024041414260864,0.8209512174129486,0.1671340860426426,
30,80,0.7272727272727273,1,bad_aware_pos_vs_neg,top40,40,26,14,0.65,0.8666666666666667,0.5111631155014038,0.6805771872401237,0.8981653451919556,44.122737222495346,40,0.047024041414260864,0.8209512174129486,0.1671340860426426,
30,80,0.7272727272727273,1,bad_aware_pos_vs_neg,top80,80,30,50,0.375,1.0,0.1956147998571396,0.5305091638118029,0.8981653451919556,44.122737222495346,40,0.047024041414260864,0.8209512174129486,0.1671340860426426,
30,80,0.7272727272727273,1,positive_only_nn,top20,20,19,1,0.95,0.6333333333333333,-0.25009098649024963,-0.16809887252748013,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,1,positive_only_nn,top40,40,27,13,0.675,0.9,-0.37450307607650757,-0.24558138977736235,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,1,positive_only_nn,top80,80,29,51,0.3625,0.9666666666666667,-0.5197999477386475,-0.35065735010430216,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,1,positive_vs_unlabeled,top20,20,11,9,0.55,0.36666666666666664,0.308845579624176,0.4139497295022011,0.6590415239334106,,,,,,
30,80,0.7272727272727273,1,positive_vs_unlabeled,top40,40,12,28,0.3,0.4,0.16011209785938263,0.3159482330083847,0.6590415239334106,,,,,,
30,80,0.7272727272727273,1,positive_vs_unlabeled,top80,80,22,58,0.275,0.7333333333333333,0.035362742841243744,0.20120207853615285,0.6590415239334106,,,,,,
30,80,0.7272727272727273,2,bad_aware_pos_vs_neg,adaptive_masscap,41,28,13,0.6829268292682927,0.9333333333333333,0.47071483731269836,0.6493345448156682,0.8713493943214417,40.299934052242236,40,0.032578229904174805,0.8235596120357513,0.17654817476868628,top_estimated_mass
30,80,0.7272727272727273,2,bad_aware_pos_vs_neg,coverage_gap,65,30,35,0.46153846153846156,1.0,0.3272133469581604,0.5630938241114983,0.8713493943214417,40.299934052242236,40,0.032578229904174805,0.8235596120357513,0.17654817476868628,
30,80,0.7272727272727273,2,bad_aware_pos_vs_neg,top20,20,20,0,1.0,0.6666666666666666,0.6406676769256592,0.7608351826667785,0.8713493943214417,40.299934052242236,40,0.032578229904174805,0.8235596120357513,0.17654817476868628,
30,80,0.7272727272727273,2,bad_aware_pos_vs_neg,top40,40,28,12,0.7,0.9333333333333333,0.48132312297821045,0.6538000375032424,0.8713493943214417,40.299934052242236,40,0.032578229904174805,0.8235596120357513,0.17654817476868628,
30,80,0.7272727272727273,2,bad_aware_pos_vs_neg,top80,80,30,50,0.375,1.0,0.19469398260116577,0.5031631860882044,0.8713493943214417,40.299934052242236,40,0.032578229904174805,0.8235596120357513,0.17654817476868628,
30,80,0.7272727272727273,2,positive_only_nn,top20,20,19,1,0.95,0.6333333333333333,-0.25009098649024963,-0.16809887252748013,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,2,positive_only_nn,top40,40,27,13,0.675,0.9,-0.37450307607650757,-0.24558138977736235,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,2,positive_only_nn,top80,80,29,51,0.3625,0.9666666666666667,-0.5197999477386475,-0.35065735010430216,-0.08297793567180634,,,,,,
30,80,0.7272727272727273,2,positive_vs_unlabeled,top20,20,11,9,0.55,0.36666666666666664,0.29077479243278503,0.4056898638606071,0.6421962976455688,,,,,,
30,80,0.7272727272727273,2,positive_vs_unlabeled,top40,40,13,27,0.325,0.43333333333333335,0.15230299532413483,0.31148221381008623,0.6421962976455688,,,,,,
30,80,0.7272727272727273,2,positive_vs_unlabeled,top80,80,23,57,0.2875,0.7666666666666667,0.03686371445655823,0.20127890557050704,0.6421962976455688,,,,,,
40,80,0.6666666666666666,0,bad_aware_pos_vs_neg,adaptive_masscap,50,36,14,0.72,0.9,0.5008993148803711,0.6628337442874909,0.8895639777183533,49.47595354787238,40,0.0238192081451416,0.8242526233196259,0.1798826575279236,top_estimated_mass
40,80,0.6666666666666666,0,bad_aware_pos_vs_neg,coverage_gap,73,40,33,0.547945205479452,1.0,0.3678058683872223,0.5906114161831059,0.8895639777183533,49.47595354787238,40,0.0238192081451416,0.8242526233196259,0.1798826575279236,
40,80,0.6666666666666666,0,bad_aware_pos_vs_neg,top20,20,19,1,0.95,0.475,0.6928479671478271,0.7916865736246109,0.8895639777183533,49.47595354787238,40,0.0238192081451416,0.8242526233196259,0.1798826575279236,
40,80,0.6666666666666666,0,bad_aware_pos_vs_neg,top40,40,32,8,0.8,0.8,0.538707971572876,0.699086207151413,0.8895639777183533,49.47595354787238,40,0.0238192081451416,0.8242526233196259,0.1798826575279236,
40,80,0.6666666666666666,0,bad_aware_pos_vs_neg,top80,80,40,40,0.5,1.0,0.3068496286869049,0.5671716582030057,0.8895639777183533,49.47595354787238,40,0.0238192081451416,0.8242526233196259,0.1798826575279236,
40,80,0.6666666666666666,0,positive_only_nn,top20,20,20,0,1.0,0.5,-0.2161317765712738,-0.15110397338867188,-0.08061140030622482,,,,,,
40,80,0.6666666666666666,0,positive_only_nn,top40,40,31,9,0.775,0.775,-0.3367440700531006,-0.2168174970895052,-0.08061140030622482,,,,,,
40,80,0.6666666666666666,0,positive_only_nn,top80,80,37,43,0.4625,0.925,-0.49846115708351135,-0.31924673821777105,-0.08061140030622482,,,,,,
40,80,0.6666666666666666,0,positive_vs_unlabeled,top20,20,12,8,0.6,0.3,0.30463075637817383,0.41915409713983537,0.6238876581192017,,,,,,
40,80,0.6666666666666666,0,positive_vs_unlabeled,top40,40,16,24,0.4,0.4,0.20116455852985382,0.33130563199520113,0.6238876581192017,,,,,,
40,80,0.6666666666666666,0,positive_vs_unlabeled,top80,80,25,55,0.3125,0.625,0.04938641935586929,0.22224750285968184,0.6238876581192017,,,,,,
40,80,0.6666666666666666,1,bad_aware_pos_vs_neg,adaptive_masscap,52,36,16,0.6923076923076923,0.9,0.48607316613197327,0.6679399770039779,0.8971351385116577,51.661037674982104,40,0.023947060108184814,0.8186672270298004,0.16900369971990586,top_estimated_mass
