unlabeled_positive_count,unlabeled_negative_count,unlabeled_bad_fraction,method,seeds,selector_modes,posmass_modes,masscap_modes,estimated_positive_mass_mean,estimated_positive_mass_std,selected_demo_count_mean,selected_hidden_positive_demos_mean,selected_hidden_bad_demos_mean,selected_hidden_positive_purity_mean,selected_hidden_positive_recall_mean
30,80,0.7272727272727273,coverage_gap,3,coverage_gap,coverage_gap,"coverage_gap,top_estimated_mass",42.191607118230515,1.5609022311954657,64.33333333333333,30.0,34.333333333333336,0.47585873246250604,1.0
30,80,0.7272727272727273,top20,3,top20,coverage_gap,"coverage_gap,top_estimated_mass",42.191607118230515,1.5609022311954657,20.0,19.0,1.0,0.9500000000000001,0.6333333333333333
30,80,0.7272727272727273,top40,3,top40,coverage_gap,"coverage_gap,top_estimated_mass",42.191607118230515,1.5609022311954657,40.0,26.666666666666668,13.333333333333334,0.6666666666666666,0.888888888888889
30,80,0.7272727272727273,top80,3,top80,coverage_gap,"coverage_gap,top_estimated_mass",42.191607118230515,1.5609022311954657,80.0,30.0,50.0,0.375,1.0
40,80,0.6666666666666666,adaptive_masscap,3,top_estimated_mass,coverage_gap,top_estimated_mass,49.42683454577617,1.844598985707073,50.0,36.333333333333336,13.666666666666666,0.7277136752136752,0.9083333333333333
40,80,0.6666666666666666,adaptive_posmass,3,coverage_gap,coverage_gap,top_estimated_mass,49.42683454577617,1.844598985707073,74.0,40.0,34.0,0.5409937601718423,1.0
40,80,0.6666666666666666,coverage_gap,3,coverage_gap,coverage_gap,top_estimated_mass,49.42683454577617,1.844598985707073,74.0,40.0,34.0,0.5409937601718423,1.0
40,80,0.6666666666666666,top20,3,top20,coverage_gap,top_estimated_mass,49.42683454577617,1.844598985707073,20.0,19.666666666666668,0.3333333333333333,0.9833333333333334,0.4916666666666667
40,80,0.6666666666666666,top40,3,top40,coverage_gap,top_estimated_mass,49.42683454577617,1.844598985707073,40.0,32.333333333333336,7.666666666666667,0.8083333333333335,0.8083333333333335
40,80,0.6666666666666666,top80,3,top80,coverage_gap,top_estimated_mass,49.42683454577617,1.844598985707073,80.0,40.0,40.0,0.5,1.0
50,80,0.6153846153846154,adaptive_masscap,3,"coverage_gap,top_estimated_mass",coverage_gap,"coverage_gap,top_estimated_mass",57.90300349353121,1.9236120012796725,49.333333333333336,41.0,8.333333333333334,0.8333417764268828,0.82
50,80,0.6153846153846154,adaptive_posmass,3,coverage_gap,coverage_gap,"coverage_gap,top_estimated_mass",57.90300349353121,1.9236120012796725,55.333333333333336,42.666666666666664,12.666666666666666,0.7907098587949651,0.8533333333333334
50,80,0.6153846153846154,coverage_gap,3,coverage_gap,coverage_gap,"coverage_gap,top_estimated_mass",57.90300349353121,1.9236120012796725,55.333333333333336,42.666666666666664,12.666666666666666,0.7907098587949651,0.8533333333333334
50,80,0.6153846153846154,top20,3,top20,coverage_gap,"coverage_gap,top_estimated_mass",57.90300349353121,1.9236120012796725,20.0,20.0,0.0,1.0,0.4000000000000001
50,80,0.6153846153846154,top40,3,top40,coverage_gap,"coverage_gap,top_estimated_mass",57.90300349353121,1.9236120012796725,40.0,37.0,3.0,0.9249999999999999,0.7399999999999999
50,80,0.6153846153846154,top80,3,top80,coverage_gap,"coverage_gap,top_estimated_mass",57.90300349353121,1.9236120012796725,80.0,50.0,30.0,0.625,1.0
60,80,0.5714285714285714,adaptive_masscap,3,coverage_gap,coverage_gap,coverage_gap,66.17842919273484,1.6742139648141736,53.666666666666664,48.666666666666664,5.0,0.9100500168169341,0.8111111111111112
60,80,0.5714285714285714,adaptive_posmass,3,coverage_gap,coverage_gap,coverage_gap,66.17842919273484,1.6742139648141736,53.666666666666664,48.666666666666664,5.0,0.9100500168169341,0.8111111111111112
60,80,0.5714285714285714,coverage_gap,3,coverage_gap,coverage_gap,coverage_gap,66.17842919273484,1.6742139648141736,53.666666666666664,48.666666666666664,5.0,0.9100500168169341,0.8111111111111112
60,80,0.5714285714285714,top20,3,top20,coverage_gap,coverage_gap,66.17842919273484,1.6742139648141736,20.0,20.0,0.0,1.0,0.3333333333333333
60,80,0.5714285714285714,top40,3,top40,coverage_gap,coverage_gap,66.17842919273484,1.6742139648141736,40.0,39.333333333333336,0.6666666666666666,0.9833333333333334,0.6555555555555556
60,80,0.5714285714285714,top80,3,top80,coverage_gap,coverage_gap,66.17842919273484,1.6742139648141736,80.0,59.333333333333336,20.666666666666668,0.7416666666666667,0.9888888888888889
70,80,0.5333333333333333,adaptive_masscap,3,coverage_gap,coverage_gap,coverage_gap,74.57348296690458,1.713008702209002,54.0,51.666666666666664,2.3333333333333335,0.9630028735632185,0.7380952380952381
70,80,0.5333333333333333,adaptive_posmass,3,coverage_gap,coverage_gap,coverage_gap,74.57348296690458,1.713008702209002,54.0,51.666666666666664,2.3333333333333335,0.9630028735632185,0.7380952380952381
70,80,0.5333333333333333,coverage_gap,3,coverage_gap,coverage_gap,coverage_gap,74.57348296690458,1.713008702209002,54.0,51.666666666666664,2.3333333333333335,0.9630028735632185,0.7380952380952381
70,80,0.5333333333333333,top20,3,top20,coverage_gap,coverage_gap,74.57348296690458,1.713008702209002,20.0,20.0,0.0,1.0,0.2857142857142857
70,80,0.5333333333333333,top40,3,top40,coverage_gap,coverage_gap,74.57348296690458,1.713008702209002,40.0,39.666666666666664,0.3333333333333333,0.9916666666666667,0.5666666666666667
70,80,0.5333333333333333,top80,3,top80,coverage_gap,coverage_gap,74.57348296690458,1.713008702209002,80.0,66.33333333333333,13.666666666666666,0.8291666666666666,0.9476190476190477
80,80,0.5,adaptive_masscap,3,coverage_gap,coverage_gap,coverage_gap,82.42594913185812,1.7328803533806976,61.333333333333336,59.0,2.3333333333333335,0.9675522346755224,0.7374999999999999
80,80,0.5,adaptive_posmass,3,coverage_gap,coverage_gap,coverage_gap,82.42594913185812,1.7328803533806976,61.333333333333336,59.0,2.3333333333333335,0.9675522346755224,0.7374999999999999
80,80,0.5,coverage_gap,3,coverage_gap,coverage_gap,coverage_gap,82.42594913185812,1.7328803533806976,61.333333333333336,59.0,2.3333333333333335,0.9675522346755224,0.7374999999999999
80,80,0.5,top20,3,top20,coverage_gap,coverage_gap,82.42594913185812,1.7328803533806976,20.0,20.0,0.0,1.0,0.25
80,80,0.5,top40,3,top40,coverage_gap,coverage_gap,82.42594913185812,1.7328803533806976,40.0,40.0,0.0,1.0,0.5
80,80,0.5,top80,3,top80,coverage_gap,coverage_gap,82.42594913185812,1.7328803533806976,80.0,72.0,8.0,0.9,0.9
