split,episode,initial_demo_id,positive_success,cau_success,oracle_success,positive_top_prob,positive_entropy,positive_logit_gap,positive_top_scale_mean,positive_support_margin,positive_support_pos_dist,positive_support_neg_dist,cau_top_prob,cau_entropy,cau_logit_gap,cau_top_scale_mean,cau_support_margin,cau_support_pos_dist,cau_support_neg_dist,positive_cau_action_l2,positive_logp_self,positive_logp_under_cau,positive_logp_margin_vs_cau,cau_logp_self,cau_logp_under_positive,cau_logp_margin_vs_positive,cau_minus_positive_top_prob,cau_minus_positive_entropy,cau_minus_positive_logit_gap,cau_minus_positive_support_margin
404,44,demo_53,1,1,1,1.0,0.0,36.594105,0.103172,-0.418795,2.586052,2.167257,1.0,0.0,22.52849,0.098483,-0.458231,2.606669,2.148438,0.206167,17.33856,16.792492,0.546068,17.643663,16.442247,1.201416,0.0,0.0,-14.065615,-0.039436
404,45,demo_81,1,1,1,1.0,0.0,37.911682,0.097294,0.98466,0.804356,1.789017,1.0,0.0,21.59165,0.096798,0.934459,0.863626,1.798085,0.085178,17.902481,17.546247,0.356234,17.749229,17.71895,0.030279,0.0,0.0,-16.320032,-0.050201
404,46,demo_89,1,1,1,1.0,0.0,38.056004,0.100973,-0.112198,2.586234,2.474036,1.0,0.0,22.838654,0.094955,-0.119147,2.57976,2.460613,0.08913,17.821621,17.50103,0.320591,17.965,17.414473,0.550527,0.0,0.0,-15.21735,-0.006949
404,47,demo_99,1,1,1,1.0,0.0,39.007103,0.090874,0.556291,1.250525,1.806816,1.0,0.0,22.278206,0.091391,0.570614,1.249934,1.820548,0.081383,18.404367,18.043524,0.360843,18.19495,18.267591,-0.072641,0.0,0.0,-16.728897,0.014323
404,48,demo_105,1,1,1,1.0,0.0,38.854897,0.092312,-0.282845,1.835535,1.55269,1.0,0.0,22.425739,0.092776,-0.331334,1.852049,1.520714,0.05702,18.178234,18.013424,0.16481,18.081001,18.11125,-0.030249,0.0,0.0,-16.429158,-0.048489
404,49,demo_189,0,0,0,1.0,0.0,38.402847,0.098132,0.62742,1.67504,2.30246,1.0,0.0,22.478819,0.096318,0.526391,1.750436,2.276828,0.100051,17.632088,17.541172,0.090916,17.786701,17.411455,0.375246,0.0,0.0,-15.924028,-0.101029
505,0,demo_5,1,1,1,0.997497,0.017492,5.987849,0.084863,0.942342,1.296786,2.239127,0.999973,0.000312,10.516495,0.09827,0.796277,1.500647,2.296924,0.216456,18.613655,18.295618,0.318037,18.993061,17.959698,1.033363,0.002476,-0.01718,4.528646,-0.146065
505,1,demo_29,1,1,1,0.997323,0.018527,5.920518,0.083105,-1.557798,3.767415,2.209617,0.999962,0.00042,10.189465,0.098976,-1.481252,3.79047,2.309218,0.292686,18.845625,18.332968,0.512657,18.879372,18.085852,0.79352,0.002639,-0.018107,4.268947,0.076546
505,2,demo_39,1,1,1,0.998965,0.00815,6.872038,0.097251,0.258266,3.425438,3.683704,0.999972,0.000322,10.481235,0.105774,0.255587,3.453565,3.709152,0.141058,17.662128,17.240671,0.421457,18.162403,16.600317,1.562086,0.001007,-0.007828,3.609197,-0.002679
505,3,demo_45,1,1,1,0.997492,0.017523,5.985772,0.08449,0.251803,0.984112,1.235915,0.999977,0.000263,10.701509,0.092698,0.563738,0.75112,1.314857,0.242395,18.898113,19.04072,-0.142607,19.585112,18.304403,1.280709,0.002485,-0.01726,4.715737,0.311935
505,4,demo_53,1,1,1,0.998581,0.010721,6.556624,0.096472,-0.519459,3.086476,2.567018,0.999969,0.000347,10.398415,0.104821,-0.519999,3.159081,2.639083,0.16239,17.71031,17.008583,0.701727,18.291183,16.308325,1.982858,0.001388,-0.010374,3.841791,-0.00054
505,5,demo_81,1,0,1,0.997913,0.014966,6.169921,0.085509,-0.303592,1.676953,1.373362,0.99998,0.000231,10.843384,0.093058,-0.083228,1.603928,1.5207,0.200019,18.906355,19.243532,-0.337177,19.493677,18.626717,0.86696,0.002067,-0.014735,4.673463,0.220364
505,6,demo_89,0,0,0,0.998759,0.009545,6.690626,0.095926,0.20603,2.007202,2.213232,0.999969,0.00035,10.388884,0.10482,0.175102,2.058228,2.23333,0.116651,17.906338,17.968443,-0.062105,18.492741,17.493237,0.999504,0.00121,-0.009195,3.698258,-0.030928
505,7,demo_99,1,1,1,0.997976,0.014574,6.200835,0.080519,-0.406879,1.743201,1.336322,0.999986,0.000168,11.190861,0.087824,-0.206519,1.671225,1.464706,0.247985,19.435829,19.774572,-0.338743,20.108704,19.022491,1.086213,0.00201,-0.014406,4.990026,0.20036
505,8,demo_105,1,1,1,0.997818,0.015551,6.125251,0.080938,-0.961962,1.840103,0.878141,0.999983,0.000206,10.970358,0.090168,-0.819018,1.796836,0.977818,0.258422,19.188049,19.392559,-0.20451,19.836565,18.628321,1.208244,0.002165,-0.015345,4.845107,0.142944
505,9,demo_189,0,1,1,0.9977,0.01627,6.072485,0.081349,0.312129,1.716164,2.028293,0.999976,0.000283,10.622466,0.095462,0.178825,1.887301,2.066126,0.237948,18.906858,18.457972,0.448886,19.275015,18.06563,1.209385,0.002276,-0.015987,4.549981,-0.133304
505,10,demo_5,1,1,1,0.997497,0.017492,5.987849,0.084863,0.942342,1.296786,2.239127,0.999973,0.000312,10.516495,0.09827,0.796277,1.500647,2.296924,0.216456,18.613655,18.295618,0.318037,18.993061,17.959698,1.033363,0.002476,-0.01718,4.528646,-0.146065
505,11,demo_29,1,1,1,0.997323,0.018527,5.920518,0.083105,-1.557798,3.767415,2.209617,0.999962,0.00042,10.189465,0.098976,-1.481252,3.79047,2.309218,0.292686,18.845625,18.332968,0.512657,18.879372,18.085852,0.79352,0.002639,-0.018107,4.268947,0.076546
505,12,demo_39,0,1,1,0.998965,0.00815,6.872038,0.097251,0.258266,3.425438,3.683704,0.999972,0.000322,10.481235,0.105774,0.255587,3.453565,3.709152,0.141058,17.662128,17.240671,0.421457,18.162403,16.600317,1.562086,0.001007,-0.007828,3.609197,-0.002679
505,13,demo_45,1,1,1,0.997492,0.017523,5.985772,0.08449,0.251803,0.984112,1.235915,0.999977,0.000263,10.701509,0.092698,0.563738,0.75112,1.314857,0.242395,18.898113,19.04072,-0.142607,19.585112,18.304403,1.280709,0.002485,-0.01726,4.715737,0.311935
505,14,demo_53,1,1,1,0.998581,0.010721,6.556624,0.096472,-0.519459,3.086476,2.567018,0.999969,0.000347,10.398415,0.104821,-0.519999,3.159081,2.639083,0.16239,17.71031,17.008583,0.701727,18.291183,16.308325,1.982858,0.001388,-0.010374,3.841791,-0.00054
505,15,demo_81,1,1,1,0.997913,0.014966,6.169921,0.085509,-0.303592,1.676953,1.373362,0.99998,0.000231,10.843384,0.093058,-0.083228,1.603928,1.5207,0.200019,18.906355,19.243532,-0.337177,19.493677,18.626717,0.86696,0.002067,-0.014735,4.673463,0.220364
505,16,demo_89,0,0,0,0.998759,0.009545,6.690626,0.095926,0.20603,2.007202,2.213232,0.999969,0.00035,10.388884,0.10482,0.175102,2.058228,2.23333,0.116651,17.906338,17.968443,-0.062105,18.492741,17.493237,0.999504,0.00121,-0.009195,3.698258,-0.030928
505,17,demo_99,1,1,1,0.997976,0.014574,6.200835,0.080519,-0.406879,1.743201,1.336322,0.999986,0.000168,11.190861,0.087824,-0.206519,1.671225,1.464706,0.247985,19.435829,19.774572,-0.338743,20.108704,19.022491,1.086213,0.00201,-0.014406,4.990026,0.20036
505,18,demo_105,1,1,1,0.997818,0.015551,6.125251,0.080938,-0.961962,1.840103,0.878141,0.999983,0.000206,10.970358,0.090168,-0.819018,1.796836,0.977818,0.258422,19.188049,19.392559,-0.20451,19.836565,18.628321,1.208244,0.002165,-0.015345,4.845107,0.142944
505,19,demo_189,0,1,1,0.9977,0.01627,6.072485,0.081349,0.312129,1.716164,2.028293,0.999976,0.000283,10.622466,0.095462,0.178825,1.887301,2.066126,0.237948,18.906858,18.457972,0.448886,19.275015,18.06563,1.209385,0.002276,-0.015987,4.549981,-0.133304
505,20,demo_5,1,1,1,0.997497,0.017492,5.987849,0.084863,0.942342,1.296786,2.239127,0.999973,0.000312,10.516495,0.09827,0.796277,1.500647,2.296924,0.216456,18.613655,18.295618,0.318037,18.993061,17.959698,1.033363,0.002476,-0.01718,4.528646,-0.146065
505,21,demo_29,1,1,1,0.997323,0.018527,5.920518,0.083105,-1.557798,3.767415,2.209617,0.999962,0.00042,10.189465,0.098976,-1.481252,3.79047,2.309218,0.292686,18.845625,18.332968,0.512657,18.879372,18.085852,0.79352,0.002639,-0.018107,4.268947,0.076546
505,22,demo_39,1,1,1,0.998965,0.00815,6.872038,0.097251,0.258266,3.425438,3.683704,0.999972,0.000322,10.481235,0.105774,0.255587,3.453565,3.709152,0.141058,17.662128,17.240671,0.421457,18.162403,16.600317,1.562086,0.001007,-0.007828,3.609197,-0.002679
505,23,demo_45,1,1,1,0.997492,0.017523,5.985772,0.08449,0.251803,0.984112,1.235915,0.999977,0.000263,10.701509,0.092698,0.563738,0.75112,1.314857,0.242395,18.898113,19.04072,-0.142607,19.585112,18.304403,1.280709,0.002485,-0.01726,4.715737,0.311935
505,24,demo_53,1,1,1,0.998581,0.010721,6.556624,0.096472,-0.519459,3.086476,2.567018,0.999969,0.000347,10.398415,0.104821,-0.519999,3.159081,2.639083,0.16239,17.71031,17.008583,0.701727,18.291183,16.308325,1.982858,0.001388,-0.010374,3.841791,-0.00054
505,25,demo_81,1,1,1,0.997913,0.014966,6.169921,0.085509,-0.303592,1.676953,1.373362,0.99998,0.000231,10.843384,0.093058,-0.083228,1.603928,1.5207,0.200019,18.906355,19.243532,-0.337177,19.493677,18.626717,0.86696,0.002067,-0.014735,4.673463,0.220364
505,26,demo_89,0,0,0,0.998759,0.009545,6.690626,0.095926,0.20603,2.007202,2.213232,0.999969,0.00035,10.388884,0.10482,0.175102,2.058228,2.23333,0.116651,17.906338,17.968443,-0.062105,18.492741,17.493237,0.999504,0.00121,-0.009195,3.698258,-0.030928
505,27,demo_99,1,1,1,0.997976,0.014574,6.200835,0.080519,-0.406879,1.743201,1.336322,0.999986,0.000168,11.190861,0.087824,-0.206519,1.671225,1.464706,0.247985,19.435829,19.774572,-0.338743,20.108704,19.022491,1.086213,0.00201,-0.014406,4.990026,0.20036
505,28,demo_105,1,1,1,0.997818,0.015551,6.125251,0.080938,-0.961962,1.840103,0.878141,0.999983,0.000206,10.970358,0.090168,-0.819018,1.796836,0.977818,0.258422,19.188049,19.392559,-0.20451,19.836565,18.628321,1.208244,0.002165,-0.015345,4.845107,0.142944
505,29,demo_189,0,1,1,0.9977,0.01627,6.072485,0.081349,0.312129,1.716164,2.028293,0.999976,0.000283,10.622466,0.095462,0.178825,1.887301,2.066126,0.237948,18.906858,18.457972,0.448886,19.275015,18.06563,1.209385,0.002276,-0.015987,4.549981,-0.133304
505,30,demo_5,1,1,1,0.997497,0.017492,5.987849,0.084863,0.942342,1.296786,2.239127,0.999973,0.000312,10.516495,0.09827,0.796277,1.500647,2.296924,0.216456,18.613655,18.295618,0.318037,18.993061,17.959698,1.033363,0.002476,-0.01718,4.528646,-0.146065
505,31,demo_29,1,1,1,0.997323,0.018527,5.920518,0.083105,-1.557798,3.767415,2.209617,0.999962,0.00042,10.189465,0.098976,-1.481252,3.79047,2.309218,0.292686,18.845625,18.332968,0.512657,18.879372,18.085852,0.79352,0.002639,-0.018107,4.268947,0.076546
505,32,demo_39,1,1,1,0.998965,0.00815,6.872038,0.097251,0.258266,3.425438,3.683704,0.999972,0.000322,10.481235,0.105774,0.255587,3.453565,3.709152,0.141058,17.662128,17.240671,0.421457,18.162403,16.600317,1.562086,0.001007,-0.007828,3.609197,-0.002679
505,33,demo_45,1,1,1,0.997492,0.017523,5.985772,0.08449,0.251803,0.984112,1.235915,0.999977,0.000263,10.701509,0.092698,0.563738,0.75112,1.314857,0.242395,18.898113,19.04072,-0.142607,19.585112,18.304403,1.280709,0.002485,-0.01726,4.715737,0.311935
505,34,demo_53,1,1,1,0.998581,0.010721,6.556624,0.096472,-0.519459,3.086476,2.567018,0.999969,0.000347,10.398415,0.104821,-0.519999,3.159081,2.639083,0.16239,17.71031,17.008583,0.701727,18.291183,16.308325,1.982858,0.001388,-0.010374,3.841791,-0.00054
505,35,demo_81,1,1,1,0.997913,0.014966,6.169921,0.085509,-0.303592,1.676953,1.373362,0.99998,0.000231,10.843384,0.093058,-0.083228,1.603928,1.5207,0.200019,18.906355,19.243532,-0.337177,19.493677,18.626717,0.86696,0.002067,-0.014735,4.673463,0.220364
505,36,demo_89,1,0,1,0.998759,0.009545,6.690626,0.095926,0.20603,2.007202,2.213232,0.999969,0.00035,10.388884,0.10482,0.175102,2.058228,2.23333,0.116651,17.906338,17.968443,-0.062105,18.492741,17.493237,0.999504,0.00121,-0.009195,3.698258,-0.030928
505,37,demo_99,1,1,1,0.997976,0.014574,6.200835,0.080519,-0.406879,1.743201,1.336322,0.999986,0.000168,11.190861,0.087824,-0.206519,1.671225,1.464706,0.247985,19.435829,19.774572,-0.338743,20.108704,19.022491,1.086213,0.00201,-0.014406,4.990026,0.20036
505,38,demo_105,1,1,1,0.997818,0.015551,6.125251,0.080938,-0.961962,1.840103,0.878141,0.999983,0.000206,10.970358,0.090168,-0.819018,1.796836,0.977818,0.258422,19.188049,19.392559,-0.20451,19.836565,18.628321,1.208244,0.002165,-0.015345,4.845107,0.142944
505,39,demo_189,0,1,1,0.9977,0.01627,6.072485,0.081349,0.312129,1.716164,2.028293,0.999976,0.000283,10.622466,0.095462,0.178825,1.887301,2.066126,0.237948,18.906858,18.457972,0.448886,19.275015,18.06563,1.209385,0.002276,-0.015987,4.549981,-0.133304
505,40,demo_5,0,1,1,0.997497,0.017492,5.987849,0.084863,0.942342,1.296786,2.239127,0.999973,0.000312,10.516495,0.09827,0.796277,1.500647,2.296924,0.216456,18.613655,18.295618,0.318037,18.993061,17.959698,1.033363,0.002476,-0.01718,4.528646,-0.146065
505,41,demo_29,1,1,1,0.997323,0.018527,5.920518,0.083105,-1.557798,3.767415,2.209617,0.999962,0.00042,10.189465,0.098976,-1.481252,3.79047,2.309218,0.292686,18.845625,18.332968,0.512657,18.879372,18.085852,0.79352,0.002639,-0.018107,4.268947,0.076546
505,42,demo_39,1,1,1,0.998965,0.00815,6.872038,0.097251,0.258266,3.425438,3.683704,0.999972,0.000322,10.481235,0.105774,0.255587,3.453565,3.709152,0.141058,17.662128,17.240671,0.421457,18.162403,16.600317,1.562086,0.001007,-0.007828,3.609197,-0.002679
505,43,demo_45,1,1,1,0.997492,0.017523,5.985772,0.08449,0.251803,0.984112,1.235915,0.999977,0.000263,10.701509,0.092698,0.563738,0.75112,1.314857,0.242395,18.898113,19.04072,-0.142607,19.585112,18.304403,1.280709,0.002485,-0.01726,4.715737,0.311935
505,44,demo_53,1,1,1,0.998581,0.010721,6.556624,0.096472,-0.519459,3.086476,2.567018,0.999969,0.000347,10.398415,0.104821,-0.519999,3.159081,2.639083,0.16239,17.71031,17.008583,0.701727,18.291183,16.308325,1.982858,0.001388,-0.010374,3.841791,-0.00054
505,45,demo_81,1,1,1,0.997913,0.014966,6.169921,0.085509,-0.303592,1.676953,1.373362,0.99998,0.000231,10.843384,0.093058,-0.083228,1.603928,1.5207,0.200019,18.906355,19.243532,-0.337177,19.493677,18.626717,0.86696,0.002067,-0.014735,4.673463,0.220364
505,46,demo_89,1,0,1,0.998759,0.009545,6.690626,0.095926,0.20603,2.007202,2.213232,0.999969,0.00035,10.388884,0.10482,0.175102,2.058228,2.23333,0.116651,17.906338,17.968443,-0.062105,18.492741,17.493237,0.999504,0.00121,-0.009195,3.698258,-0.030928
505,47,demo_99,1,1,1,0.997976,0.014574,6.200835,0.080519,-0.406879,1.743201,1.336322,0.999986,0.000168,11.190861,0.087824,-0.206519,1.671225,1.464706,0.247985,19.435829,19.774572,-0.338743,20.108704,19.022491,1.086213,0.00201,-0.014406,4.990026,0.20036
505,48,demo_105,1,1,1,0.997818,0.015551,6.125251,0.080938,-0.961962,1.840103,0.878141,0.999983,0.000206,10.970358,0.090168,-0.819018,1.796836,0.977818,0.258422,19.188049,19.392559,-0.20451,19.836565,18.628321,1.208244,0.002165,-0.015345,4.845107,0.142944
505,49,demo_189,0,0,0,0.9977,0.01627,6.072485,0.081349,0.312129,1.716164,2.028293,0.999976,0.000283,10.622466,0.095462,0.178825,1.887301,2.066126,0.237948,18.906858,18.457972,0.448886,19.275015,18.06563,1.209385,0.002276,-0.015987,4.549981,-0.133304
606,0,demo_5,1,1,1,1.0,5e-06,14.996415,0.143937,0.506898,1.143322,1.65022,1.0,2e-06,16.002861,0.132986,0.24528,1.418311,1.663591,0.194253,15.82211,15.273437,0.548673,15.884636,15.112615,0.772021,0.0,-3e-06,1.006446,-0.261618
606,1,demo_29,0,1,1,1.0,5e-06,14.898164,0.151114,-1.281853,2.890382,1.608529,1.0,2e-06,16.305832,0.140071,-1.385777,2.877623,1.491846,0.218508,15.698738,15.535124,0.163614,15.783192,15.469904,0.313288,0.0,-3e-06,1.407668,-0.103924
606,2,demo_39,0,0,0,0.999999,8e-06,14.436743,0.14812,-0.301184,3.123211,2.822027,1.0,2e-06,15.909514,0.152191,-0.043201,3.007113,2.963912,0.284672,15.767608,14.305548,1.46206,15.41847,14.379529,1.038941,1e-06,-6e-06,1.472771,0.257983
606,3,demo_45,1,0,1,1.0,3e-06,15.644244,0.142408,-0.337664,1.450203,1.112539,1.0,1e-06,16.876503,0.128964,-0.323934,1.545038,1.221104,0.219871,16.004423,15.6324,0.372023,16.143867,15.47639,0.667477,0.0,-2e-06,1.232259,0.01373
606,4,demo_53,1,1,1,1.0,6e-06,14.741277,0.148454,-1.143613,2.549956,1.406343,1.0,2e-06,16.025457,0.15178,-0.649161,2.364635,1.715474,0.287374,15.731472,14.458586,1.272886,15.450706,14.50899,0.941716,0.0,-4e-06,1.28418,0.494452
606,5,demo_81,1,0,1,1.0,3e-06,15.494313,0.144677,-0.083029,1.724927,1.641898,1.0,1e-06,17.176981,0.132531,-0.177816,1.6797,1.501884,0.240937,15.995057,15.654997,0.34006,16.068861,15.594339,0.474522,0.0,-2e-06,1.682668,-0.094787
606,6,demo_89,1,1,1,1.0,3e-06,15.614266,0.142569,0.303167,1.976221,2.279388,1.0,1e-06,17.308317,0.147548,0.392236,1.816132,2.208369,0.276824,16.306356,15.55493,0.751426,15.957842,15.855786,0.102056,0.0,-2e-06,1.694051,0.089069
606,7,demo_99,1,1,1,1.0,2e-06,15.910382,0.136105,0.75063,1.114579,1.86521,1.0,0.0,17.575785,0.124493,0.786085,0.945249,1.731334,0.270904,16.38389,15.819036,0.564854,16.457695,15.757422,0.700273,0.0,-2e-06,1.665403,0.035455
606,8,demo_105,1,1,1,1.0,2e-06,15.880275,0.136151,0.693658,1.232082,1.925741,1.0,1e-06,17.000523,0.123683,0.59867,1.350783,1.949453,0.238656,16.229227,15.496639,0.732588,16.331127,15.349157,0.98197,0.0,-1e-06,1.120248,-0.094988
606,9,demo_189,1,1,1,1.0,3e-06,15.548323,0.138917,0.451646,1.422697,1.874343,1.0,1e-06,16.372698,0.126313,0.243162,1.679924,1.923085,0.189168,16.069988,15.535519,0.534469,16.213148,15.278974,0.934174,0.0,-2e-06,0.824375,-0.208484
606,10,demo_5,1,1,1,1.0,5e-06,14.996415,0.143937,0.506898,1.143322,1.65022,1.0,2e-06,16.002861,0.132986,0.24528,1.418311,1.663591,0.194253,15.82211,15.273437,0.548673,15.884636,15.112615,0.772021,0.0,-3e-06,1.006446,-0.261618
606,11,demo_29,1,1,1,1.0,5e-06,14.898164,0.151114,-1.281853,2.890382,1.608529,1.0,2e-06,16.305832,0.140071,-1.385777,2.877623,1.491846,0.218508,15.698738,15.535124,0.163614,15.783192,15.469904,0.313288,0.0,-3e-06,1.407668,-0.103924
606,12,demo_39,0,0,0,0.999999,8e-06,14.436743,0.14812,-0.301184,3.123211,2.822027,1.0,2e-06,15.909514,0.152191,-0.043201,3.007113,2.963912,0.284672,15.767608,14.305548,1.46206,15.41847,14.379529,1.038941,1e-06,-6e-06,1.472771,0.257983
606,13,demo_45,1,1,1,1.0,3e-06,15.644244,0.142408,-0.337664,1.450203,1.112539,1.0,1e-06,16.876503,0.128964,-0.323934,1.545038,1.221104,0.219871,16.004423,15.6324,0.372023,16.143867,15.47639,0.667477,0.0,-2e-06,1.232259,0.01373
606,14,demo_53,1,1,1,1.0,6e-06,14.741277,0.148454,-1.143613,2.549956,1.406343,1.0,2e-06,16.025457,0.15178,-0.649161,2.364635,1.715474,0.287374,15.731472,14.458586,1.272886,15.450706,14.50899,0.941716,0.0,-4e-06,1.28418,0.494452
606,15,demo_81,1,0,1,1.0,3e-06,15.494313,0.144677,-0.083029,1.724927,1.641898,1.0,1e-06,17.176981,0.132531,-0.177816,1.6797,1.501884,0.240937,15.995057,15.654997,0.34006,16.068861,15.594339,0.474522,0.0,-2e-06,1.682668,-0.094787
606,16,demo_89,1,1,1,1.0,3e-06,15.614266,0.142569,0.303167,1.976221,2.279388,1.0,1e-06,17.308317,0.147548,0.392236,1.816132,2.208369,0.276824,16.306356,15.55493,0.751426,15.957842,15.855786,0.102056,0.0,-2e-06,1.694051,0.089069
606,17,demo_99,1,1,1,1.0,2e-06,15.910382,0.136105,0.75063,1.114579,1.86521,1.0,0.0,17.575785,0.124493,0.786085,0.945249,1.731334,0.270904,16.38389,15.819036,0.564854,16.457695,15.757422,0.700273,0.0,-2e-06,1.665403,0.035455
606,18,demo_105,1,1,1,1.0,2e-06,15.880275,0.136151,0.693658,1.232082,1.925741,1.0,1e-06,17.000523,0.123683,0.59867,1.350783,1.949453,0.238656,16.229227,15.496639,0.732588,16.331127,15.349157,0.98197,0.0,-1e-06,1.120248,-0.094988
606,19,demo_189,0,1,1,1.0,3e-06,15.548323,0.138917,0.451646,1.422697,1.874343,1.0,1e-06,16.372698,0.126313,0.243162,1.679924,1.923085,0.189168,16.069988,15.535519,0.534469,16.213148,15.278974,0.934174,0.0,-2e-06,0.824375,-0.208484
707,0,demo_5,0,1,1,1.0,0.0,22.73954,0.144724,-0.148153,2.236892,2.088738,1.0,0.0,20.182091,0.113666,-0.287444,2.227332,1.939888,0.215697,15.932358,16.206532,-0.274174,16.637789,15.659585,0.978204,0.0,0.0,-2.557449,-0.139291
707,1,demo_29,1,1,1,1.0,0.0,21.873003,0.155069,0.764609,1.649773,2.414382,1.0,0.0,19.288876,0.129451,0.83744,1.495625,2.333066,0.176687,15.39242,15.55589,-0.16347,15.85745,15.178804,0.678646,0.0,0.0,-2.584127,0.072831
707,2,demo_39,0,1,1,1.0,0.0,22.349503,0.15345,-0.412825,3.421534,3.008708,1.0,0.0,19.419174,0.115597,-0.285919,3.272193,2.986274,0.201368,15.591321,16.093042,-0.501721,16.434292,15.422788,1.011504,0.0,0.0,-2.930329,0.126906
707,3,demo_45,1,1,1,1.0,0.0,23.932133,0.138361,-1.765876,3.269234,1.503358,1.0,0.0,20.878845,0.116484,-1.984316,3.280261,1.295945,0.275954,16.359737,16.085711,0.274026,16.766983,15.889732,0.877251,0.0,0.0,-3.053288,-0.21844
707,4,demo_53,1,1,1,1.0,0.0,22.616005,0.148472,-0.682471,2.491272,1.808801,1.0,0.0,19.91128,0.112899,-0.550647,2.336123,1.785475,0.218096,15.785026,16.23204,-0.447014,16.607624,15.60408,1.003544,0.0,0.0,-2.704725,0.131824
707,5,demo_81,1,1,1,1.0,0.0,23.950775,0.145813,-1.177822,2.729491,1.551669,1.0,0.0,20.544203,0.122474,-1.178599,2.49683,1.31823,0.251841,16.044046,15.913008,0.131038,16.499357,15.643011,0.856346,0.0,0.0,-3.406572,-0.000777
707,6,demo_89,1,1,1,1.0,0.0,23.686993,0.14671,-0.065655,2.117547,2.051892,1.0,0.0,20.277418,0.119552,0.079879,1.78551,1.86539,0.297768,16.032761,15.814827,0.217934,16.543579,15.547029,0.99655,0.0,0.0,-3.409575,0.145534
707,7,demo_99,1,1,1,1.0,0.0,24.542175,0.137315,-0.983156,2.904956,1.9218,1.0,0.0,21.204433,0.116846,-0.981016,2.740681,1.759666,0.265791,16.530205,16.066223,0.463982,16.882832,15.938177,0.944655,0.0,0.0,-3.337742,0.00214
707,8,demo_105,1,1,1,1.0,0.0,24.040712,0.133764,-1.757875,3.133543,1.375667,1.0,0.0,21.176508,0.111959,-1.839722,3.122319,1.282597,0.258269,16.599039,16.254202,0.344837,16.967747,16.09581,0.871937,0.0,0.0,-2.864204,-0.081847
707,9,demo_189,1,1,1,1.0,0.0,22.867067,0.136341,-0.661057,2.635478,1.974422,1.0,0.0,20.582203,0.109497,-0.785681,2.598757,1.813076,0.19121,16.31797,16.453236,-0.135266,16.893671,16.010744,0.882927,0.0,0.0,-2.284864,-0.124624
707,10,demo_5,0,1,1,1.0,0.0,22.73954,0.144724,-0.148153,2.236892,2.088738,1.0,0.0,20.182091,0.113666,-0.287444,2.227332,1.939888,0.215697,15.932358,16.206532,-0.274174,16.637789,15.659585,0.978204,0.0,0.0,-2.557449,-0.139291
707,11,demo_29,1,1,1,1.0,0.0,21.873003,0.155069,0.764609,1.649773,2.414382,1.0,0.0,19.288876,0.129451,0.83744,1.495625,2.333066,0.176687,15.39242,15.55589,-0.16347,15.85745,15.178804,0.678646,0.0,0.0,-2.584127,0.072831
707,12,demo_39,0,1,1,1.0,0.0,22.349503,0.15345,-0.412825,3.421534,3.008708,1.0,0.0,19.419174,0.115597,-0.285919,3.272193,2.986274,0.201368,15.591321,16.093042,-0.501721,16.434292,15.422788,1.011504,0.0,0.0,-2.930329,0.126906
707,13,demo_45,1,1,1,1.0,0.0,23.932133,0.138361,-1.765876,3.269234,1.503358,1.0,0.0,20.878845,0.116484,-1.984316,3.280261,1.295945,0.275954,16.359737,16.085711,0.274026,16.766983,15.889732,0.877251,0.0,0.0,-3.053288,-0.21844
707,14,demo_53,1,1,1,1.0,0.0,22.616005,0.148472,-0.682471,2.491272,1.808801,1.0,0.0,19.91128,0.112899,-0.550647,2.336123,1.785475,0.218096,15.785026,16.23204,-0.447014,16.607624,15.60408,1.003544,0.0,0.0,-2.704725,0.131824
707,15,demo_81,1,1,1,1.0,0.0,23.950775,0.145813,-1.177822,2.729491,1.551669,1.0,0.0,20.544203,0.122474,-1.178599,2.49683,1.31823,0.251841,16.044046,15.913008,0.131038,16.499357,15.643011,0.856346,0.0,0.0,-3.406572,-0.000777
707,16,demo_89,1,1,1,1.0,0.0,23.686993,0.14671,-0.065655,2.117547,2.051892,1.0,0.0,20.277418,0.119552,0.079879,1.78551,1.86539,0.297768,16.032761,15.814827,0.217934,16.543579,15.547029,0.99655,0.0,0.0,-3.409575,0.145534
707,17,demo_99,1,1,1,1.0,0.0,24.542175,0.137315,-0.983156,2.904956,1.9218,1.0,0.0,21.204433,0.116846,-0.981016,2.740681,1.759666,0.265791,16.530205,16.066223,0.463982,16.882832,15.938177,0.944655,0.0,0.0,-3.337742,0.00214
707,18,demo_105,1,1,1,1.0,0.0,24.040712,0.133764,-1.757875,3.133543,1.375667,1.0,0.0,21.176508,0.111959,-1.839722,3.122319,1.282597,0.258269,16.599039,16.254202,0.344837,16.967747,16.09581,0.871937,0.0,0.0,-2.864204,-0.081847
707,19,demo_189,0,1,1,1.0,0.0,22.867067,0.136341,-0.661057,2.635478,1.974422,1.0,0.0,20.582203,0.109497,-0.785681,2.598757,1.813076,0.19121,16.31797,16.453236,-0.135266,16.893671,16.010744,0.882927,0.0,0.0,-2.284864,-0.124624
707,20,demo_5,0,1,1,1.0,0.0,22.73954,0.144724,-0.148153,2.236892,2.088738,1.0,0.0,20.182091,0.113666,-0.287444,2.227332,1.939888,0.215697,15.932358,16.206532,-0.274174,16.637789,15.659585,0.978204,0.0,0.0,-2.557449,-0.139291
